travel_id,visit_area_id,activity_type_cd,activity_type_seq,activity_etc,activity_dtl,rsvt_yn,expnd_se,admission_se
g_g005682,2308280004,1,0,,더블버거+베이컨 추가;치즈버거;스프라이트,N,1,
g_g005682,2308280005,1,0,,제주보리개역;캐모마일티,Y,1,
g_g005682,2308280006,1,0,,정육 2인분;된장찌개+밥,Y,1,
g_g005682,2308290002,1,0,,흑돼지 오믈렛라이스;가츠산도,N,1,
g_g005682,2308290004,1,0,,풋귤 에이드;카페라떼,N,1,
g_g005682,2308290005,1,0,,알오리지네 피자;인살라타 샐러드,Y,1,
g_g005682,2308290007,1,0,,흑돼지한마리;공기밥;된장찌개;흑돼지라면,Y,1,
g_g005682,2308290008,1,0,,초코바나나빽스치노;초코빽스치노,Y,4,
g_g005682,2308300002,1,0,,고기국수,N,1,
g_g005682,2308300003,1,0,,감귤착즙주스,Y,1,
g_g005682,2308300004,2,0,,기념품,N,5,
g_g005682,2308300003,2,1,,제주 특산품,N,5,
g_g005682,2308280007,3,1,,아르떼뮤지엄 전시관 작품 관람,N,1,2
g_g005682,2308290003,3,1,,천제연폭포 관람,N,5,2
g_g005682,2308280007,4,0,,,,,
g_g005682,2308280008,4,0,,,,,
g_g005682,2308290003,4,2,,,,,
g_g005682,2308300003,4,3,,,,,
g_g005682,2308280009,5,0,,,,,
g_g005682,2308290001,5,0,,,,,
g_g005682,2308290006,5,0,,,,,
g_g005682,2308290004,5,1,,,,,
g_g005682,2308290008,5,1,,,,,
g_g005682,2308280005,5,2,,,,,
g_g005682,2308280008,6,1,,폭우가 쏟아져서 구경을 못하고 돌아옴,N,1,
g_g005682,2308280003,7,0,,,,,
h_h000001,2304300001,1,0,,돈까스,N,1,
h_h000001,2305010004,1,0,,한라산볶음밥,N,1,
h_h000001,2305010005,1,0,,커피;케잌,N,1,
h_h000001,2305010004,1,1,,땅콩아이스크림,N,1,
h_h000001,2305020002,1,1,,순두부;제육,N,1,
h_h000001,2304300004,2,0,,바베큐를 위한 식품 구입,N,1,
h_h000001,2304300004,2,1,,간식구입,N,5,
h_h000001,2304300002,4,0,,,,,
h_h000001,2304300003,4,0,,,,,
h_h000001,2305020002,4,0,,,,,
h_h000001,2305010005,4,1,,,,,
h_h000001,2305010003,4,2,,,,,
h_h000001,2304290004,5,0,,,,,
h_h000001,2304300005,5,0,,,,,
h_h000001,2305010001,5,0,,,,,
h_h000001,2305010005,5,2,,,,,
h_h000001,2304290003,7,0,,,,,
h_h000001,2305010002,7,0,,,,,
h_h000001,2305020002,7,2,,,,,
h_h000008,2306060006,1,0,,전복낙지갈비찜(2인)+공기밥2+날치알볶음밥1,N,1,
h_h000008,2306060007,1,0,,아이스아메리카노 핫아메+헤이즐넛시럽 말차프라푸치노,N,1,
h_h000008,2306070001,1,0,,단소정식 3인,N,1,
h_h000008,2306070005,1,0,,돝밭세트(흑오겹;흑목살)계란찜 공기밥2,Y,1,
h_h000008,2306070006,1,0,,아이스아메리카노 핫아메리카노 말차프라푸치노,N,1,
h_h000008,2306080002,1,0,,그날정식3인,N,1;2,
h_h000008,2306080003,1,0,,아이스아메리카노 쿠키프라페 핫아메리카노,N,1,
h_h000008,2306080006,1,0,,문어해초비빔밥 안심카츠세트,Y,1,
h_h000008,2306060008,2,0,,멸치칼국수 샤워수수캉젤리 포카칩  새우깡 쥐포,N,1,
h_h000008,2306080002,2,1,,만주구매,N,1,
h_h000008,2306080006,2,2,,국산 외산담배,N,1,
h_h000008,2306070003,3,0,,설문대할망 소원빌기체험 및 선운정사 내부관람,N,5,1
h_h000008,2306070002,4,0,,,,,
h_h000008,2306080004,4,0,,,,,
h_h000008,2306080005,4,0,,,,,
h_h000008,2306060002,5,1,,,,,
h_h000008,2306070004,6,0,,수영,N,5,
h_h000008,2306070002,6,1,,주유(LPG),N,1,
h_h000008,2306070007,6,2,,편의점방문 구매,N,1,
h_h000008,2306060004,7,0,,,,,
h_h000008,2306060005,7,0,,,,,
h_h000008,2306080006,7,1,,,,,
h_h000009,2305180004,1,0,,보말칼국수 2;매생이바당전 1,N,1,
h_h000009,2305180009,1,0,,커피 2잔,Y,1,
h_h000009,2305190006,1,0,,고등어쌈밥 2인;막걸리 1통 공기밥,Y,1,
h_h000009,2305200001,1,0,,해장국 1  내장탕1,N,1,
h_h000009,2305200004,1,0,,마농갈비 2 생갈비 1 한라산 1,N,1,
h_h000009,2305200005,1,0,,크림짬뽕 고등어김초밥 소주 맥주,N,1,
h_h000009,2305200006,1,0,,고마사바  고구마 약주 맥주,Y,1,
h_h000009,2305210001,1,0,,곰탕 2개,Y,1,
h_h000009,2305210003,1,0,,밀면;수육;고기국수;막걸리,Y,1,
h_h000009,2305180006,2,0,,관광 기념품 아이쇼핑,N,5,
h_h000009,2305190004,2,0,,컵;그릇,N,1,
h_h000009,2305210002,2,0,,기념품 아이쇼핑,N,5,
h_h000009,2305180008,2,1,,고등어회 포장-숙소에서 먹음,N,1,
h_h000009,2305180006,2,2,,이동 중 오는정 김밥 취소 김밥 구매,N,1,
h_h000009,2305180010,2,2,,딱새우회 포장,N,1,
h_h000009,2305180007,3,0,,엉또폭포 구경,N,5,2
h_h000009,2305190005,3,0,,카트체험,N,1,1
h_h000009,2305200002,3,2,,등산,Y,5,2
h_h000009,2305190002,3,4,,온천,Y,1,1
h_h000009,2305180005,4,0,,,,,
h_h000009,2305190003,4,0,,,,,
h_h000009,2305190001,4,1,,,,,
h_h000009,2305180011,5,0,,,,,
h_h000009,2305190007,5,0,,,,,
h_h000009,2305200003,5,1,,,,,
h_h000009,2305200007,5,1,,,,,
h_h000009,2305180003,6,0,,렌터카 픽업,Y,1,
h_h000009,2305180002,7,0,,,,,
h_h000010,2305280006,1,0,,뷔페,Y,1;3,
h_h000010,2305280008,1,0,,모듬회,Y,1,
h_h000010,2305280010,1,0,,탕후루 와플 아이스크림 뱅쇼,N,1,
h_h000010,2305290001,1,0,,김밥 라면 어묵 아이스크림,N,1,
h_h000010,2305290003,1,0,,빵 커피,N,1,
h_h000010,2305290007,1,0,,빵,N,1,
h_h000010,2305290009,1,0,,짜장면 탕수육 볶음밥 짬뽕,N,1,
h_h000010,2305300002,1,0,,갈치세트,Y,1,
h_h000010,2305300004,1,0,,빙수 커피 케이크 음료,N,1,
h_h000010,2305300005,1,0,,국밥 막국수 떡갈비  전병,Y,1,
h_h000010,2305280003,2,0,,제주마음샌드,N,1,
h_h000010,2305280004,2,0,,렌트카 대여비 결제,Y,1,
h_h000010,2305290005,2,0,,와펜,Y,1,
h_h000010,2305300001,2,0,,기념품 먹거리 의류,N,1,
h_h000010,2305280005,3,0,,패러세일링,Y,1,1
h_h000010,2305290002,3,0,,쇠소깍 테우,Y,1,1
h_h000010,2305290004,3,0,,스킨스쿠버,Y,1,1
h_h000010,2305300003,3,0,,관람 꾸미기체험,Y,1,1
h_h000010,2305280007,5,0,,,,,
h_h000010,2305280009,5,0,,,,,
h_h000010,2305280011,5,0,,,,,
h_h000010,2305290008,5,0,,,,,
h_h000010,2305290006,5,1,,,,,
h_h000010,2305300004,5,1,,,,,
h_h000010,2305300007,7,0,,,,,
h_h000010,2305300008,99,0,,,,,
h_h000013,2305200004,1,0,,매운닭갈비2인분 어린이닭갈비1인분 소주 볶음밥 공기밥,N,1,
h_h000013,2305210002,1,0,,땅콩빵 브라우니 문도슈페너 밀크티,N,1,
h_h000013,2305210003,1,0,,들깨칼국수 딱새우장칼국수 닭칼국수,Y,1,
h_h000013,2305210005,1,0,,흑돼지 묵은지 김치찜 셋트. 공기밥,N,1,
h_h000013,2305220001,1,0,,떡볶이 어묵 카페라떼,N,1,
h_h000013,2305220003,1,0,,잡채밥 볶음밥 탕수육셋트 껌승,N,1,
h_h000013,2305230002,1,0,,말차슈페너 녹차라떼 롤케잌,N,1,
h_h000013,2305230003,1,0,,비빔밥,Y,1,
h_h000013,2305210001,1,1,,스팸마요계란김밥 대만식햄치즈샌드위치 오잉(과자),Y,2,
h_h000013,2305210004,2,0,,기차장난감 구매,N,1,
h_h000013,2305210001,3,0,,반잠수함체험,Y,1,1
h_h000013,2305230001,3,0,,박물관 관람 유아놀이존활동,Y,1,2
h_h000013,2305210004,3,1,,놀이공원 체험,N,5,1
h_h000013,2305220001,3,1,,워터파크 물놀이,N,5,1
h_h000013,2305210002,4,1,,,,,
h_h000013,2305210004,4,2,,,,,
h_h000013,2305220004,4,2,,,,,
h_h000013,2305200005,5,0,,,,,
h_h000013,2305210006,5,0,,,,,
h_h000013,2305220002,5,0,,,,,
h_h000013,2305220005,5,0,,,,,
h_h000013,2305220004,6,0,,오락게임,N,1,
h_h000013,2305220002,6,2,,샤워,N,5,
h_h000013,2305200003,7,0,,,,,
h_h000013,2305230003,7,1,,,,,
h_h000014,2305200004,1,0,,고등어조림,N,1,
h_h000014,2305210001,1,0,,전메뉴,N,1,
h_h000014,2305210004,1,0,,갈치조림정식,N,1,
h_h000014,2305210006,1,0,,흑돼지모둠 및 대패,N,1,
h_h000014,2305230004,1,0,,김만복김밥;오징어무침,N,1,
h_h000014,2305220003,1,1,,애월당 마카롱,N,1,
h_h000014,2305220002,2,0,,전복김밥;흑돼지강정;고등어회;크림빵,N,1,
h_h000014,2305230001,3,0,,반잠수함,Y,1,1
h_h000014,2305210002,4,0,,,,,
h_h000014,2305210005,4,0,,,,,
h_h000014,2305220004,4,0,,,,,
h_h000014,2305230002,4,0,,,,,
h_h000014,2305210003,4,1,,,,,
h_h000014,2305200002,5,0,,,,,
h_h000014,2305220005,5,0,,,,,
h_h000014,2305210007,5,1,,,,,
h_h000014,2305220001,6,0,,아기 돌잔치겸 물놀이,Y,1,
h_h000014,2305200003,6,1,,키즈카페,N,1,
h_h000017,2305240005,1,0,,흑돼지뼈삼겹 소주 뿔소라게우밥,N,1,
h_h000017,2305250001,1,0,,고사리해장국,N,1,
h_h000017,2305250004,1,0,,고등어구이 오북작뚝배기 갈치조림,N,1,
h_h000017,2305250008,1,0,,뿔소라찜 문어숙회,Y,2,
h_h000017,2305260001,1,0,,자연스러운 2인 쉐어 코스,Y,1,
h_h000017,2305260005,1,0,,룸서비스(치킨 햄버거),Y,1,
h_h000017,2305250004,1,1,,망고주스,N,2,
h_h000017,2305240006,1,2,,맥주 과자,Y,2,
h_h000017,2305250008,1,2,,맥주 음료,N,2,
h_h000017,2305260005,1,3,,아메리카노,Y,1,
h_h000017,2305270002,2,0,,고기국수 육전,N,1,
h_h000017,2305250008,2,1,,샴푸 린스 폼클렌징,N,1,
h_h000017,2305270003,2,1,,강아지옷,N,1,
h_h000017,2305240003,2,2,,렌트카 대여비 결제,Y,5,
h_h000017,2305250002,2,2,,베이글,Y,1,
h_h000017,2305270003,2,2,,커피 음료,N,1,
h_h000017,2305240003,2,3,,양말;방탄꼭지,N,1,
h_h000017,2305250002,2,3,,커피 음료,N,1,
h_h000017,2305270003,2,3,,담배,N,1,
h_h000017,2305270001,3,1,,자연풍경 관람,Y,1,2
h_h000017,2305250003,4,0,,,,,
h_h000017,2305260002,4,0,,,,,
h_h000017,2305260003,4,0,,,,,
h_h000017,2305250005,4,1,,,,,
h_h000017,2305260005,4,1,,,,,
h_h000017,2305240004,5,0,,,,,
h_h000017,2305250005,5,0,,,,,
h_h000017,2305250006,5,0,,,,,
h_h000017,2305260005,5,2,,,,,
h_h000017,2305250007,6,1,,마사지,Y,1,
h_h000019,2305250002,1,0,,고등어회 치킨 과자 말육회,Y,4,
h_h000019,2305250003,1,0,,감자두루치기,N,1,
h_h000019,2305250004,1,0,,커피;스무디,N,1,
h_h000019,2305250005,1,0,,돈까스,N,1,
h_h000019,2305260003,1,0,,커피,N,1,
h_h000019,2305260004,1,0,,정식,N,1,
h_h000019,2305260005,1,0,,뿔소라 과자 과일 술,N,4,
h_h000019,2305270002,1,0,,카레 파스타 고로케,N,1,
h_h000019,2305270003,1,0,,커피 앙버터,Y,1,
h_h000019,2305270006,1,0,,커피 에그타르트,N,1,
h_h000019,2305270008,1,0,,카모마일;한라봉차,N,1,
h_h000019,2305270009,1,0,,회;하이볼;맥주,Y,1,
h_h000019,2305270010,1,0,,사케;회;카레우동,N,1,
h_h000019,2305280002,1,0,,고등어조림,Y,1,
h_h000019,2305280004,1,0,,라떼;에이드,N,1,
h_h000019,2305280006,1,0,,카레,N,1,
h_h000019,2305250006,2,0,,썬크림,N,1,
h_h000019,2305270004,2,0,,엽서,N,1,
h_h000019,2305280005,2,0,,책,N,1,
h_h000019,2305260001,3,0,,가파도 입장,N,5,2
h_h000019,2305270001,3,0,,오름투어,N,5,2
h_h000019,2305270005,3,0,,유리전사지클래수,Y,1,1
h_h000019,2305280003,3,0,,영화관람,Y,1,2
h_h000019,2305260002,4,0,,,,,
h_h000019,2305270007,5,0,,,,,
h_h000019,2305250002,5,1,,,,,
h_h000019,2305260005,5,1,,,,,
h_h000020,2305310004,1,0,,피자,N,1,
h_h000020,2305310006,1,0,,피자,N,4,
h_h000020,2306010003,1,0,,갈치구이정식,N,1,
h_h000020,2306020001,1,0,,들기름막국수;수육;공기밥,N,1,
h_h000020,2306020004,1,0,,돈까스;아이스크림,N,1,
h_h000020,2306030002,1,0,,한라봉스무디;아아;청귤에이드,N,1,
h_h000020,2306030004,1,0,,김밥;떡볶이;라면,N,1,
h_h000020,2306010004,1,1,,떡볶이;어묵탕;튀김,N,2,
h_h000020,2306020006,1,1,,김밥;라면;과자;음료,Y,2,
h_h000020,2306030008,1,1,,햄버거,Y,2,
h_h000020,2305310002,1,2,,치킨;떡볶이,N,2,
h_h000020,2306030003,1,2,,아이스크림,Y,1,
h_h000020,2305310002,1,3,,과일;맥주;음료;과자,N,2,
h_h000020,2306020003,1,3,,커피,N,2,
h_h000020,2306020003,1,4,,과자,N,1,
h_h000020,2305310005,2,1,,생수,N,1,
h_h000020,2306010001,2,1,,아이스크림,N,1,
h_h000020,2306030001,2,1,,우유;팝콘,N,1,
h_h000020,2306010001,3,0,,항공기탑승;드론운행체험;놀이기구;4d&5d영화관람,N,1,1
h_h000020,2306010002,3,0,,작가별 브릭작품 관람;브릭으로 여러가지 작품만들어 보기,N,5,2
h_h000020,2306020005,3,0,,테마파크 놀이기구 탑승,N,1,1
h_h000020,2306030001,3,0,,승마공연 관람,Y,1,2
h_h000020,2306030003,3,0,,자연경관 구경;산책;사진찍기,N,1,2
h_h000020,2306030002,3,1,,동물먹이주기;트렉터몰기;알파카 등 동물 관람,N,5,2
h_h000020,2306020003,3,2,,게;소라;새우 등 채집;수영;일광욕,N,5,1
h_h000020,2305310005,4,0,,,,,
h_h000020,2306020002,4,0,,,,,
h_h000020,2306030005,4,0,,,,,
h_h000020,2306030006,4,0,,,,,
h_h000020,2306030007,4,0,,,,,
h_h000020,2306040001,4,0,,,,,
h_h000020,2306020003,4,1,,,,,
h_h000020,2306020005,4,1,,,,,
h_h000020,2306030003,4,1,,,,,
h_h000020,2306010004,5,0,,,,,
h_h000020,2306020003,5,0,,,,,
h_h000020,2306020006,5,0,,,,,
h_h000020,2306030008,5,0,,,,,
h_h000020,2305310002,5,1,,,,,
h_h000020,2305310004,5,1,,,,,
h_h000020,2306030005,5,1,,,,,
h_h000020,2306030006,5,1,,,,,
h_h000020,2306030002,5,2,,,,,
h_h000020,2305310004,6,2,,숙소 체크인,Y,5,
h_h000020,2306040002,7,0,,,,,
h_h000021,2305200003,1,0,,짬뽕,N,1,
h_h000021,2305200008,1,0,,아메리카노;소굼빵,N,1,
h_h000021,2305200009,1,0,,물냉면 (평양냉면),N,1,
h_h000021,2305200004,3,0,,전시 '곶자왈 이야기' 관람,N,1,2
h_h000021,2305200006,3,0,,갤러리에스 개관전시 관람,N,5,2
h_h000021,2305200007,3,0,,송승호 개인전 관람,N,5,2
h_h000021,2305200002,4,0,,,,,
h_h000021,2305200004,4,1,,,,,
h_h000021,2305200005,5,0,,,,,
h_h000021,2305200002,5,1,,,,,
h_h000021,2305200008,5,1,,,,,
h_h000021,2305200002,6,2,,프리다이빙 포인트 답사,Y,5,
h_h000025,2305190001,1,0,,감귤주스,Y,1,
h_h000025,2305190002,1,0,,해물모듬장;황게크림파스타,Y,1,
h_h000025,2305190003,1,0,,커피,N,1,
h_h000025,2305190004,1,0,,아이스크림,N,1,
h_h000025,2305190008,1,0,,흑돼지,Y,1,
h_h000025,2305200001,1,0,,두루치기 백반,Y,1,
h_h000025,2305200002,1,0,,도넛;커피,N,1,
h_h000025,2305200004,1,0,,제주금귤듬뿍블렌디드,N,1,
h_h000025,2305200005,1,0,,갈치조림,N,1,
h_h000025,2305200006,1,0,,칵테일;하이볼 등 주류,Y,1,
h_h000025,2305210001,1,0,,초밥,Y,1,
h_h000025,2305210002,1,0,,커피;빵,N,1,
h_h000025,2305180006,1,1,,고등어회;맥주,N,2,
h_h000025,2305200002,2,1,,키링;모자;옷 외 소품류,N,5,
h_h000025,2305210003,2,1,,소품;옷,N,5,
h_h000025,2305200003,2,2,,키링,N,1,
h_h000025,2305200003,3,1,,전시관 관람 + 사진 촬영,N,1,2
h_h000025,2305190005,4,0,,,,,
h_h000025,2305210003,4,0,,,,,
h_h000025,2305190004,4,1,,,,,
h_h000025,2305200004,4,1,,,,,
h_h000025,2305190001,4,2,,,,,
h_h000025,2305200002,4,2,,,,,
h_h000025,2305180006,5,0,,,,,
h_h000025,2305190006,5,0,,,,,
h_h000025,2305190007,5,0,,,,,
h_h000025,2305200007,5,0,,,,,
h_h000025,2305190004,5,2,,,,,
h_h000025,2305200004,5,2,,,,,
h_h000025,2305210003,5,2,,,,,
h_h000025,2305200002,5,3,,,,,
h_h000025,2305190003,6,1,,독서,N,5,
h_h000025,2305200006,6,1,,신청곡 음악감상,Y,5,
h_h000025,2305180003,7,0,,,,,
h_h000025,2305210004,7,0,,,,,
h_h000028,2305270006,1,0,,고등어쌈밥과 전복죽,N,1,
h_h000028,2305280003,1,0,,몸국;따로국밥,N,1,
h_h000028,2305290001,2,0,,현금으로 구매한 간단한 주전부리 등,N,5,
h_h000028,2305270002,3,0,,연등꽃만들기 및 아침공양 식사;아기부처님 씻기 채험 등,N,5,1
h_h000028,2305270005,4,0,,,,,
h_h000028,2305280004,4,0,,,,,
h_h000028,2305270006,4,1,,,,,
h_h000028,2305280002,4,1,,,,,
h_h000028,2305270007,4,2,,,,,
h_h000028,2305270003,5,0,,,,,
h_h000028,2305270004,5,0,,,,,
h_h000028,2305280005,5,0,,,,,
h_h000028,2305270007,5,1,,,,,
h_h000028,2305270006,5,2,,,,,
h_h000028,2305270007,6,3,,마을 산책 및 휴양,Y,5,
h_h000028,2305280001,7,0,,,,,
h_h000030,2305200003,1,0,,과자 옥수수 감자 고구마 튀김우동컵 짜파게티,Y,4,
h_h000030,2305210003,1,0,,전복돌솥,N,1,
h_h000030,2305210004,1,0,,커피 케잌,N,1,
h_h000030,2305190004,2,0,,고구마 감자 과자 닭강정 피자 음료,N,1,
h_h000030,2305210006,2,0,,가방,N,1,
h_h000030,2305200001,3,0,,뮤지엄 입체 관람,N,1,2
h_h000030,2305210001,4,0,,,,,
h_h000030,2305210005,4,0,,,,,
h_h000030,2305200002,6,0,,식사,N,1,
h_h000030,2305190003,7,0,,,,,
h_h000030,2305210008,7,0,,,,,
h_h000031,2305150006,1,0,,흑돼지;김치찌개 등,Y,1,
h_h000031,2305150009,1,0,,나가사키짬뽕탕,Y,1,
h_h000031,2305160004,1,0,,파스타;피자,Y,1,
h_h000031,2305150005,1,1,,아이스아메리카노 4잔,Y,1,
h_h000031,2305160002,2,1,,베이글 3개,Y,1,
h_h000031,2305160005,2,2,,마음샌드,Y,1,
h_h000031,2305150004,4,0,,,,,
h_h000031,2305150007,4,1,,,,,
h_h000031,2305150005,5,0,,,,,
h_h000031,2305150008,5,0,,,,,
h_h000031,2305150010,5,0,,,,,
h_h000031,2305160003,5,0,,,,,
h_h000031,2305150003,6,0,,렌트카 빌리기 위해서,Y,1,
h_h000031,2305160006,6,1,,렌트카 반납,Y,5,
h_h000032,2305250003,1,0,,고기국수;비빔막국수,N,1,
h_h000032,2305250005,1,0,,아이스라떼,N,1,
h_h000032,2305250007,1,0,,오곡순살반반치킨;콜라;맥주,N,1,
h_h000032,2305260001,1,0,,연두부;메밀면;돼지고기떡갈비;요거트;커피;디저트,Y,4,
h_h000032,2305260004,1,0,,소주;컵라면;회,N,1;2,
h_h000032,2305270001,1,0,,갈치구이;제육볶음;고등어조림;밥,Y,2;3,
h_h000032,2305270003,1,0,,돌고래라떼;당근케이크,N,4,
h_h000032,2305270004,1,0,,흑돼지구이;제육볶음,N,1,
h_h000032,2305280002,1,0,,고기국수;비빔국수,N,1,
h_h000032,2305280004,1,0,,젤라또 아이스크림,N,1,
h_h000032,2305270002,1,1,,아메리카노;휘낭시에,N,1,
h_h000032,2305260003,2,0,,모듬회2인분,Y,1,
h_h000032,2305270003,3,1,,돌고래 요트 투어,Y,5,1
h_h000032,2305280001,3,1,,휴양림 산책,N,1,2
h_h000032,2305250006,4,0,,,,,
h_h000032,2305280001,4,0,,,,,
h_h000032,2305250007,4,1,,,,,
h_h000032,2305260002,4,1,,,,,
h_h000032,2305260004,4,2,,,,,
h_h000032,2305270002,5,0,,,,,
h_h000032,2305270005,5,0,,,,,
h_h000032,2305250007,5,2,,,,,
h_h000032,2305260004,5,3,,,,,
h_h000032,2305250004,6,0,,렌트카 대여,Y,1,
h_h000032,2305280003,6,0,,렌터카 반납,N,5,
h_h000032,2305250003,7,1,,,,,
h_h000032,2305280004,7,1,,,,,
h_h000034,2305270003,1,0,,초코크림라떼,N,1,
h_h000034,2305270004,1,0,,부추잡채;유자하이볼,N,1,
h_h000034,2305280001,1,0,,볼카츠,N,1,
h_h000034,2305280004,1,0,,자몽허니블랙티;샌드위치;바나나,N,1,
h_h000034,2305280006,1,0,,탄탄면,N,1,
h_h000034,2305290001,1,0,,햄치즈순두부,N,1,
h_h000034,2305290003,1,0,,아포카토;마들렌,N,1,
h_h000034,2305280002,2,0,,빈티지의류,N,5,
h_h000034,2305280005,2,0,,옷,N,5,
h_h000034,2305280007,3,0,,사우나,N,1,1
h_h000034,2305270002,4,0,,,,,
h_h000034,2305280003,4,0,,,,,
h_h000034,2305290002,4,0,,,,,
h_h000034,2305270005,5,0,,,,,
h_h000034,2305280008,5,0,,,,,
h_h000034,2305270002,5,1,,,,,
h_h000037,2306010002,1,0,,전복설렁탕;전복물회냉몀,N,1,
h_h000037,2306010004,1,0,,마들렌;휘낭시에;아메리카노;우도땅콩라떼,N,1,
h_h000037,2306010006,1,0,,고깔딱 회세트 (소),Y,1,
h_h000037,2306020003,1,0,,땅콩아이스크림,N,1,
h_h000037,2306020004,1,0,,해물라면 성게김밥,Y,1,
h_h000037,2306020007,1,0,,아메리카노 자두에이드,Y,1,
h_h000037,2306020008,1,0,,갈치조림,N,1,
h_h000037,2306030002,1,0,,애플망고케이크빙수,N,1,
h_h000037,2306030004,1,0,,전복죽 전복칼국수,N,1,
h_h000037,2306030006,1,0,,부타카세,Y,1,
h_h000037,2306040002,1,0,,롱블랙 녹차새순한라봉 딸기치즈타르트,N,1,
h_h000037,2306040004,1,0,,성게미역국 김치찌개,N,1,
h_h000037,2306040003,2,0,,수제쿠키 타르트 마카롱,N,1,
h_h000037,2306010003,3,0,,,N,1,2
h_h000037,2306010005,3,0,,파충류 체험 및 고흐 작품 ar 체험 및 관람,Y,1,1
h_h000037,2306030005,3,0,,아쿠아카밍 및 수영,Y,5,1
h_h000037,2306020005,4,0,,,,,
h_h000037,2306020006,4,0,,,,,
h_h000037,2306020009,4,0,,,,,
h_h000037,2306030001,4,0,,,,,
h_h000037,2306030003,4,0,,,,,
h_h000037,2306010004,4,1,,,,,
h_h000037,2306010005,4,1,,,,,
h_h000037,2306020004,4,1,,,,,
h_h000037,2306040001,4,1,,,,,
h_h000037,2306040002,4,1,,,,,
h_h000037,2306010003,4,2,,,,,
h_h000037,2306010007,5,0,,,,,
h_h000037,2306020010,5,0,,,,,
h_h000037,2306030007,5,0,,,,,
h_h000037,2306010002,5,1,,,,,
h_h000037,2306010006,5,1,,,,,
h_h000037,2306020007,5,1,,,,,
h_h000037,2306010004,5,2,,,,,
h_h000037,2306010005,5,2,,,,,
h_h000037,2306020004,5,2,,,,,
h_h000037,2306010003,5,3,,,,,
h_h000037,2306040006,5,3,,,,,
h_h000037,2306020009,6,1,,만삭촬영,N,5,
h_h000037,2306020002,7,0,,,,,
h_h000037,2306020001,7,1,,,,,
h_h000037,2306040006,7,4,,,,,
h_h000038,2306020008,1,0,,해물라면,N,1,
h_h000038,2306030005,1,0,,포테이토치즈베이글;갈릭소스;아메리카노,Y,1,
h_h000038,2306040002,1,0,,톳김밤;톳소금빵,Y,1,
h_h000038,2306020009,1,1,,우도땅콩아이스크림,N,1,
h_h000038,2306020013,1,1,,아이리시,Y,1,
h_h000038,2306030003,1,2,,당근착즙주스,N,1,
h_h000038,2306030002,2,0,,망각일기 책 구매,N,1,
h_h000038,2306040003,2,1,,공항점 파리바케트 아이쇼핑,Y,5,
h_h000038,2306020010,3,0,,[플레이스 직영] 오름올라밤(야간 오름 트레킹),Y,5,1
h_h000038,2306020013,3,0,,토리밴드 구경,Y,5,2
h_h000038,2306030006,3,0,,4.3 사건의 피해자분들의 이야기를 보며 다시한번 생각해보기,Y,5,2
h_h000038,2306030002,3,1,,책읽기,N,5,1
h_h000038,2306030004,4,0,,,,,
h_h000038,2306020012,5,0,,,,,
h_h000038,2306030001,5,0,,,,,
h_h000038,2306030003,5,0,,,,,
h_h000038,2306020006,5,2,,,,,
h_h000038,2306020004,7,0,,,,,
h_h000038,2306020005,7,0,,,,,
h_h000038,2306020007,7,0,,,,,
h_h000038,2306040003,7,0,,,,,
h_h000038,2306020011,7,1,,,,,
h_h000039,2305220005,1,0,,누룽지파스타,N,1,
h_h000039,2305220006,1,0,,빽다방수박주스,N,1,
h_h000039,2305230001,1,0,,아메리카노,N,1,
h_h000039,2305230003,1,0,,햄버거,N,1,
h_h000039,2305230005,1,0,,아이스크림라떼,N,1,
h_h000039,2305230006,1,0,,볼카츠,N,1,
h_h000039,2305230009,1,0,,해물찜,N,1,
h_h000039,2305240001,1,0,,소내장탕,N,1,
h_h000039,2305240003,1,0,,제주블라쌈,N,1,
h_h000039,2305220007,1,1,,초밥,N,4,
h_h000039,2305220008,2,0,,맥주,N,1,
h_h000039,2305230008,3,0,,해녀박물관견학,N,1,2
h_h000039,2305230004,3,2,,성산일출봉 자연경관 감상체험,N,1,1
h_h000039,2305230002,4,0,,,,,
h_h000039,2305240002,4,1,,,,,
h_h000039,2305220006,4,3,,,,,
h_h000039,2305220009,5,0,,,,,
h_h000039,2305230010,5,0,,,,,
h_h000039,2305240002,5,0,,,,,
h_h000039,2305230001,5,1,,,,,
h_h000039,2305230008,5,1,,,,,
h_h000039,2305230007,6,0,,이발,Y,1,
h_h000039,2305230002,6,1,,쓰레기줍기,N,5,
h_h000039,2305220003,7,0,,,,,
h_h000039,2305220004,7,0,,,,,
h_h000039,2305240004,7,0,,,,,
h_h000042,2305300004,1,0,,몸국;고사리해장국,N,1,
h_h000042,2305310002,1,0,,커피;키위스무디;망고스무디;청포도스무디,N,1,
h_h000042,2305310004,1,0,,보말칼국수;보말죽;매생이보말전,Y,1,
h_h000042,2305310006,1,0,,피자,Y,2,
h_h000042,2306010003,1,0,,고기국수;비빔국수;돔베고기,N,1,
h_h000042,2305300007,1,2,,바베큐(이전 마트 구입),Y,4,
h_h000042,2306010002,1,2,,아이스크림,Y,1,
h_h000042,2305300006,2,0,,식재료,N,1,
h_h000042,2306010004,2,0,,오메기떡,Y,1,
h_h000042,2305300005,3,0,,산책,N,5,2
h_h000042,2305310005,3,0,,테우리길 걷기;전망대 구경,N,1,2
