travel_id,lodging_nm,lodging_payment_seq,lodging_type_cd,rsvt_yn,chk_in_dt_min,chk_out_dt_min,payment_num,brno,store_nm,road_nm_addr,lotno_addr,road_nm_cd,lotno_cd,payment_dt,payment_mthd_se,payment_amt_won,payment_etc
h_h001150,더베스트제주성산,0,1,Y,,,1,,,제주특별자치도 서귀포시 성산읍 동류암로 26,제주특별자치도 서귀포시 성산읍 고성리 298-5,,,,4,54000,
h_h001150,제주교래자연휴양림 야영장,1,9,Y,,,1,,제주특별자치도청,제주특별자치도 제주시 문연로 6,제주특별자치도 제주시 연동 312-1,3349069,5011013700,2023-07-07 09:43:00,1,6000,
h_h001150,호텔브릿지 서귀포,1,1,Y,,,1,,(주)트립비토즈,서울 마포구 백범로31길 21,,4139241,1144010200,2023-06-30 10:07:00,1,33300,호텔브릿지 서울
h_h001150,호텔스카이파크 제주1호점,1,1,Y,,,1,,호텔 스카이파크,제주특별자치도 제주시 삼무로 48,제주특별자치도 제주시 연동 272-29,3349083,5011013700,2023-06-14 16:42:00,1,70300,HO-[조식 1+1패키지]
h_h001151,숙소,0,3,Y,,,4,,,1017-4,,,,,1,212858,
h_h001151,한화리조트 제주,0,4,Y,,,4,,,제주특별자치도 제주시 명림로 575-107,제주특별자치도 제주시 회천동 3-16,,,,1,115000,
h_h001156,그랜드하얏트제주,0,1,Y,,,4,,,제주특별자치도 제주시 노연로 12,제주특별자치도 제주시 노형동 925,,,,1,397000,
h_h001156,나름의고요,0,3,Y,,,4,,,제주특별자치도 서귀포시 남원읍 태수로 79-49,제주특별자치도 서귀포시 남원읍 태흥리 1394-7,,,,5,580000,
h_h001157,꼬뜨도르호텔,1,1,Y,,,4,,㈜야놀자,서울 강남구 테헤란로108길 42,서울 강남구 대치동 1003,4166713,1168010600,2023-06-07 17:48:00,1,78000,꼬뜨도르 호텔 제주
h_h001157,블루하와이리조트,1,4,Y,,,4,,(주)여기어때컴퍼니 ,서울 강남구 봉은사로 479,,3122004,1168010500,2023-06-15 00:00:00,1,70000,HO-디럭스룸(한라산 전망) 숙박비
h_h001161,빌롱스테이,0,3,Y,,,2,,,제주특별자치도 제주시 구좌읍 일주동로 2251,제주특별자치도 제주시 구좌읍 김녕리 116-11,,,,1,207953,
h_h001161,호텔탑아일랜드,0,1,Y,,,2,,,제주특별자치도 제주시 용남1길 47,제주특별자치도 제주시 용담일동 264-5,,,,1,39000,
h_h001162,더쉼팡풀빌라,0,3,Y,,,2,,,제주특별자치도 서귀포시 표선면 세성로 67-2,제주특별자치도 서귀포시 표선면 세화리 353,,,,1,140000,
h_h001162,친구집,0,10,N,,,2,,,2657,,,,,4,0,
h_h001167,금호제주리조트,1,4,Y,,,4,,금호리조트(주),경기 용인시 처인구 양지면 양대로 290,경기 용인시 처인구 양지면 대대리 854-34,3203077,4146136028,2023-03-09 00:00:00,1,124550,숙박비
h_h001167,기린빌라리조트,1,4,Y,,,4,,백통신원(주),제주특별자치도 서귀포시 남원읍 서성로 427,제주특별자치도 서귀포시 남원읍 위미리 4627,3350144,5013025327,2023-04-11 00:00:00,1,288000,D.디럭스 풀빌라
h_h001167,제주호텔더엠,1,1,Y,,,4,,선민투어주식회사,서울 마포구 동교로23길 27,서울 마포구 동교동 205-7,4139110,1144012100,2023-05-17 00:00:00,1,82800,디럭스 패밀리 오션뷰
h_h001168,로맨스파파,0,3,Y,,,2,,,제주특별자치도 제주시 한경면 한경해안로 474-20,제주특별자치도 제주시 한경면 신창리 1371-19,,,,5,137400,
h_h001168,아마빌레펜션,0,3,Y,,,2,,,제주특별자치도 제주시 애월읍 애월해안로 909,제주특별자치도 제주시 애월읍 하귀2리 2708,,,,1,59000,
h_h001168,어반아일랜드,0,1,Y,,,2,,,제주특별자치도 제주시 삼무로 76,,,,,1,37000,
h_h001171,WE호텔,0,1,Y,,,3,,,제주특별자치도 서귀포시 1100로 453-95,제주특별자치도 서귀포시 회수동 30,,,,1,600000,
h_h001171,그랜드조선 제주,0,1,Y,,,3,,,제주특별자치도 서귀포시 중문관광로72번길 60,제주특별자치도 서귀포시 색달동 2785,,,,1,230000,
h_h001172,호텔시리우스,0,1,Y,,,1,,,제주특별자치도 제주시 도령로 133,제주특별자치도 제주시 연동 2334-4,,,,4,0,
h_h001182,귤향기펜션,1,3,Y,,,3,,귤향기펜션,제주특별자치도 서귀포시 색달로72번길 43,제주특별자치도 서귀포시 색달동 2258-3,4850373,5013011900,2023-06-02 14:26:00,1,55000,숙박비
h_h001182,마레보비치호텔,1,1,Y,,,3,,(주)여기어때컴퍼니,서울 강남구 봉은사로 479,,3122004,1168010500,2023-06-02 00:00:00,3,94800,제주(애월) 마레보비치호텔 
h_h001182,마레보비치호텔,2,1,Y,,,3,,페이레터 페이로 마레보비치호텔,제주특별자치도 제주시 애월읍 곽지1길 23,제주특별자치도 제주시 애월읍 곽지리 1565-18,4847146,5011025337,2023-06-30 18:59:00,1,15000,
h_h001182,브리즈베이호텔,1,1,Y,,,3,,(주)여기어때컴퍼니 ,서울 강남구 봉은사로 479,,3122004,1168010500,2023-06-02 16:14:00,1,55000,서귀포 브리즈베이 호텔
h_h001182,월정여가펜션,0,3,Y,,,3,,,제주특별자치도 제주시 구좌읍 해맞이해안로 622,제주특별자치도 제주시 구좌읍 행원리 576-3,,,,5,110000,
h_h001182,해비치 호텔&리조트 제주,0,4,N,,,3,,,제주특별자치도 서귀포시 표선면 민속해안로 537,제주특별자치도 서귀포시 표선면 표선리 40-69,,,,4,0,
h_h001183,애월스테이인제주,1,4,Y,,,4,,애월 스테이 인 제주,제주특별자치도 제주시 애월읍 애월해안로 708,제주특별자치도 제주시 애월읍 구엄리 609-1,3349131,5011025324,2023-06-02 00:00:00,1,64860,숙박비 
h_h001183,제주신화월드 랜딩관,1,4,Y,,,4,,㈜여기어때컴퍼니,서울 강남구 봉은사로 479,서울 강남구 삼성동 51-2,3122004,1168010500,2023-06-28 00:00:00,3,125100,랜딩관 제주신화월드 호텔앤리조트
h_h001183,호텔엘린,1,1,Y,,,4,,호텔 엘린 제주,제주특별자치도 제주시 은남1길 4,제주특별자치도 제주시 연동 292-32,4848590,5011013700,2023-06-22 00:00:00,1,55000,숙박비
h_h001185,부띠끄풀빌라 나미브,0,3,Y,,,2,,,제주특별자치도 제주시 한경면 판포4길 41-41,제주특별자치도 제주시 한경면 판포리 1684,,,,4,429000,
h_h001185,종달리수국집,0,3,Y,,,2,,,제주특별자치도 제주시 구좌읍 종달논길 2,제주특별자치도 제주시 구좌읍 종달리 1113,,,,5,235000,
h_h001187,소담소담 게스트하우스,0,7,Y,,,1,,,제주특별자치도 제주시 흥운길 63-4,제주특별자치도 제주시 용담이동 464-12,,,,5,23000,
h_h001187,파노라마 제주,0,7,Y,,,1,,,월령3길 28-5 파노라마 제주,,,,,5,60000,
h_h001188,라루체웨딩홀,0,1,N,,,2,,,서울 중구 퇴계로18길 46,,,,,4,0,
h_h001188,라마다제주시티호텔,0,1,Y,,,2,,,제주특별자치도 제주시 중앙로 304,제주특별자치도 제주시 이도이동 1025-8,,,,1,49000,
h_h001188,벤티모호텔앤레지던스,1,1,Y,,,2,,벤티모 호텔 앤 레지던스 제주,제주특별자치도 제주시 연삼로 14,제주특별자치도 제주시 연동 290-3,3349137,5011013700,2023-06-12 00:00:00,1,79000,숙박비
h_h001188,성산파라다이스힐,1,3,Y,,,2,,성산파라다이스힐,제주특별자치도 서귀포시 성산읍 일주동로4120번길 103,제주특별자치도 서귀포시 성산읍 오조리 1666-1,4850712,5013025922,2023-06-10 18:05:00,3,63600,숙박비
h_h001195,바나나보드카페,0,3,N,,,4,,,반포대로10길 21 지하1층,,,,,1,43000,
h_h001195,월령코지펜션,0,3,Y,,,4,,,제주특별자치도 제주시 한림읍 월령3길 39-22,제주특별자치도 제주시 한림읍 월령리 344,,,,1,70000,
h_h001196,공하우스,1,3,Y,,,2,,에어비앤비,,,,,2023-06-14 12:50:00,1,242612,숙박비
h_h001198,신화워터파크,0,1,Y,,,3,,,제주특별자치도 서귀포시 안덕면 신화역사로304번길 38,제주특별자치도 서귀포시 안덕면 서광리 산 24,,,,4,0,
h_h001198,오션스퀘어,0,4,Y,,,3,,,제주특별자치도 서귀포시 성산읍 환해장성로 667,제주특별자치도 서귀포시 성산읍 온평리 648-2,,,,1,105449,
h_h001198,제주신화월드 신화관,0,1,Y,,,3,,,제주특별자치도 서귀포시 안덕면 신화역사로304번길 38,제주특별자치도 서귀포시 안덕면 서광리 산 24,,,,1,240870,
h_h001200,르메인호텔 서귀포,1,1,Y,,,1,,르메인호텔 서귀포,제주특별자치도 서귀포시 안덕면 화순로 119,제주특별자치도 서귀포시 안덕면 화순리 1066-3,3350324,5013031021,2023-07-06 16:00:00,1,74700,숙박비
h_h001200,약천사,1,6,Y,,,1,,약천사,,,,,2023-06-22 16:14:00,3,50000,숙박비
h_h001200,퍼스트70호텔,1,1,Y,,,1,,서귀포 퍼스트70 호텔,제주특별자치도 서귀포시 명동로 46,,3350080,5013010100,2023-06-22 00:00:00,1,68000,숙박비 
h_h001203,더오름민박,0,3,Y,,,4,,,법환로 66번길 5-1 은다리룸,,,,,3,70000,
h_h001205,대동호텔,1,1,Y,,,1,,(주)하나투어,서울 종로구 인사동5길 41,서울 종로구 공평동 1,4100254,1111012700,2023-04-25 14:17:00,1,40120,
h_h001206,산방산호텔,1,1,Y,,,2,,프리뮬러 호텔,제주특별자치도 서귀포시 대정읍 일주서로 2093,제주특별자치도 서귀포시 대정읍 안성리 214,3349236,5013025023,2023-06-12 14:41:00,3,82400,숙박비
h_h001206,호텔휴식 서귀포,0,1,Y,,,2,,,제주특별자치도 서귀포시 중앙로71번길 17,제주특별자치도 서귀포시 서귀동 308-2,,,,1,50000,
h_h001207,에코랜드호텔,2,1,Y,,,2,,(주)여기어때컴퍼니,서울 강남구 봉은사로 479,,3122004,1168010500,2023-06-14 12:58:00,1,308700,
h_h001207,호텔 휘슬락 바이 베스트웨스턴 시그니처 컬렉션,2,1,Y,,,2,,(주)여기어때컴퍼니 ,서울 강남구 봉은사로 479,,3122004,1168010500,2023-06-14 12:48:00,1,100000,숙박비
h_h001208,더베스트제주성산,0,1,Y,,,3,,,제주특별자치도 서귀포시 성산읍 동류암로 26,제주특별자치도 서귀포시 성산읍 고성리 298-5,,,,1,150000,
h_h001208,위드스테이호텔,0,1,Y,,,3,,,제주특별자치도 제주시 노연로 34,제주특별자치도 제주시 노형동 930-5,,,,1,67900,
h_h001210,코업시티호텔 하버뷰,0,1,Y,,,4,,,제주특별자치도 서귀포시 남원읍 태위로 108,제주특별자치도 서귀포시 남원읍 위미리 2895,,,,1,44000,
h_h001211,코니호텔,1,1,Y,,,2,,㈜여기어때컴퍼니,서울 강남구 봉은사로 479,서울 강남구 삼성동 51-2,3122004,1168010500,2023-05-21 18:08:00,1,79000,MO-101호 트렌디 애월
h_h001213,프레리아 독채 & 커플펜션,0,3,Y,,,2,,,제주특별자치도 제주시 애월읍 유수암평화5길 34-29,제주특별자치도 제주시 애월읍 유수암리 1034-7,,,,5,320000,
h_h001214,머룬스테이,0,3,Y,,,2,,,제주특별자치도 제주시 구좌읍 세송로 74,제주특별자치도 제주시 구좌읍 세화리 689,,,,5,120000,
h_h001215,가지스테이,1,7,Y,,,2,,가지스테이,제주특별자치도 제주시 애월읍 중용길 52-1,제주특별자치도 제주시 애월읍 신엄리 1369-16,4848787,5011025326,2023-06-17 15:12:00,3,140000,숙박비
h_h001215,단잠,0,8,Y,,,2,,,제주특별자치도 제주시 애월읍 애월로9길 49,제주특별자치도 제주시 애월읍 애월리 1780-1,,,,4,135000,
h_h001218,호텔 휘슬락 바이 베스트웨스턴 시그니처 컬렉션,0,1,Y,,,1,,,제주특별자치도 제주시 서부두2길 26,제주특별자치도 제주시 건입동 1443-2,,,,1,68540,
h_h001223,서건도카라반,0,5,Y,,,2,,,제주특별자치도 서귀포시 이어도로 826-51,제주특별자치도 서귀포시 강정동 750,,,,5,80000,
h_h001223,올레청보리펜션,0,3,Y,,,2,,,제주특별자치도 서귀포시 대정읍 가파로 45,제주특별자치도 서귀포시 대정읍 가파리 551-3,,,,5,70000,
h_h001224,호텔더본 제주,1,1,Y,,,4,,호텔 더본 제주,제주특별자치도 서귀포시 색달로 18,제주특별자치도 서귀포시 색달동 2138,3350132,5013011900,2023-07-07 20:24:00,1,444000,숙박비
h_h001228,뉴그린모텔,1,2,Y,,,1,,뉴그린여관,제주특별자치도 서귀포시 표선면 표선백사로 121,제주특별자치도 서귀포시 표선면 표선리 483-4,3350286,5013032021,2023-06-27 15:15:00,1,50000,숙박비
h_h001228,안녕함덕,1,7,Y,,,1,,안녕함덕,제주특별자치도 제주시 조천읍 함덕로 10,제주특별자치도 제주시 조천읍 함덕리 272-43,3349217,5011025924,2023-06-28 09:41:00,3,48000,106호-숙박비
h_h001229,금호제주리조트,1,4,Y,,,4,,㈜야놀자,서울 강남구 테헤란로108길 42,서울 강남구 대치동 1003,4166713,1168010600,2023-06-18 13:36:00,1,135200,금호 제주 리조트
h_h001229,아이니하우스,1,3,Y,,,4,,에어비앤비,,,,,2023-07-03 17:47:00,1,68162,숙박비
h_h001230,제주신화월드 서머셋,1,4,Y,,,11,,람정제주개발주식회사,제주특별자치도 서귀포시 안덕면 녹차분재로 217,,3349232,5013031027,2023-06-30 15:30:00,1,1441000,
h_h001233,그랜드조선 제주,1,1,Y,,,2,,그랜드 조선,,,,,2023-06-23 00:00:00,1,356400,숙박비
h_h001233,베스트웨스턴 제주호텔,1,1,Y,,,2,,(주)비지에이치코리아제주시지점,제주특별자치도 제주시 도령로 27,제주특별자치도 제주시 노형동 1295-16,3349052,5011012200,2023-06-23 10:14:00,1,92000,
h_h001233,파르나스호텔 제주,0,1,N,,,2,,,제주특별자치도 서귀포시 중문관광로72번길 100,제주특별자치도 서귀포시 색달동 3039-1,,,,4,0,
h_h001234,한화리조트 제주,0,4,Y,,,3,,,제주특별자치도 제주시 명림로 575-107,제주특별자치도 제주시 회천동 3-16,,,,2,120000,
h_h001235,바구니민박,0,8,Y,,,4,,,제주특별자치도 제주시 오래물길 10,제주특별자치도 제주시 도두일동 2464-1,,,,5,260000,
h_h001236,호텔골든데이지 서귀포오션,0,1,Y,,,2,,,제주특별자치도 서귀포시 동홍로 7,제주특별자치도 서귀포시 서귀동 255-1,,,,5,137703,
h_h001240,제주신화월드 신화관,1,1,Y,,,2,,(주)여기어때컴퍼니,서울 강남구 봉은사로 479,,3122004,1168010500,2023-06-22 00:02:00,1,199750,제주 신화월드 호텔앤리조트
h_h001242,낯선하루게스트하우스,0,7,Y,,,1,,,제주특별자치도 서귀포시 성산읍 신양로122번길 30-8,제주특별자치도 서귀포시 성산읍 고성리 198,,,,5,48500,
h_h001242,제주도 조용한게스트하우스 산방산점,1,7,Y,,,1,,NAVER FINANCIAL,경기 성남시 분당구 정자일로 95,경기 성남시 분당구 정자동 178-4,3180021,4113510300,2023-05-17 00:00:00,1,90000,여성4인 도미토리
h_h001247,호텔골든데이지 서귀포오션,1,1,Y,,,2,,(주)야놀자 ,서울 강남구 테헤란로108길 42,서울 강남구 대치동 1003,4166713,1168010600,2023-06-08 20:36:00,1,23900,호텔 골든데이지 서귀포오션
h_h001247,호텔시드니2,1,1,Y,,,2,,㈜야놀자 ,서울 강남구 테헤란로108길 42,서울 강남구 대치동 1003,4166713,1168010600,2023-06-08 20:29:00,1,27000,제주 Fantastic Oce
h_h001250,호텔브릿지 서귀포,0,1,Y,,,2,,,제주특별자치도 서귀포시 태평로 436,제주특별자치도 서귀포시 서귀동 162-4,,,,1,163300,
h_h001252,담앤루,0,4,Y,,,2,,,제주특별자치도 서귀포시 이어도로343번길 63,제주특별자치도 서귀포시 대포동 1181,,,,1,104543,
h_h001252,호텔에어시티제주,0,1,Y,,,2,,,제주특별자치도 제주시 삼무로 56,제주특별자치도 제주시 연동 282-3,,,,1,48000,
h_h001253,볼레낭집 (에어비앤비),1,11,Y,,,4,,에어비앤비,,,,,2023-06-06 22:43:00,1,619532,숙박비
h_h001254,토스카나호텔,1,1,Y,,,4,,주식회사 토스카나,제주특별자치도 서귀포시 용흥로66번길 158-7,,4850653,5013011600,2023-06-24 16:52:00,1,630000,
h_h001255,모던플레이스,1,4,Y,,,3,,주식회사 야놀자,서울 강남구 테헤란로108길 42,서울 강남구 대치동 1003,4166713,1168010600,2023-06-08 00:12:00,1,315000,제주 모던플레이스 
h_h001255,모던플레이스,2,4,Y,,,3,,모던 플레이스,제주특별자치도 서귀포시 상예로 262,제주특별자치도 서귀포시 상예동 185-1,3350128,5013012000,2023-06-26 19:26:00,1,60000,
h_h001257,오션스위츠 제주호텔,0,1,Y,,,1,,,제주특별자치도 제주시 탑동해안로 74,,,,,4,497000,
h_h001258,F1모텔,0,2,Y,,,8,,,제주특별자치도 제주시 사장1길 18,제주특별자치도 제주시 연동 294-87,,,,1,80000,
h_h001258,골든튤립제주성산호텔,0,1,Y,,,8,,,제주특별자치도 서귀포시 성산읍 일출로 31,제주특별자치도 서귀포시 성산읍 고성리 329-1,,,,1,268232,
h_h001258,라마다프라자 제주호텔,0,1,Y,,,8,,,제주특별자치도 제주시 탑동로 66,제주특별자치도 제주시 삼도2동 1254,,,,1,184200,
h_h001260,에코랜드호텔,1,1,Y,,,4,,주식회사 온다,서울 강남구 테헤란로 431,,3122010,1168010500,2023-06-27 00:00:00,1,331240,에코랜드 호텔 제주
h_h001261,춤추는달,0,3,Y,,,2,,,제주특별자치도 서귀포시 중문상로 230-6,제주특별자치도 서귀포시 중문동 802-14,,,,5,170000,
h_h001262,제주 서귀포시 이어도로 738,1,8,Y,,,2,,에어비앤비,,,,,2023-05-22 12:11:00,1,433767,숙박비 
h_h001269,블루하와이리조트,1,1,Y,,,3,,㈜여기어때컴퍼니,서울 강남구 봉은사로 479,서울 강남구 삼성동 51-2,3122004,1168010500,2023-06-20 00:00:00,1,30000,블루하와이 호텔
h_h001269,호텔골든데이지 서귀포오션,1,1,Y,,,3,,주식회사 야놀자,서울 강남구 테헤란로108길 42,서울 강남구 대치동 1003,4166713,1168010600,2023-06-13 18:31:00,1,33000,호텔 골든데이지 서귀포 오션
h_h001270,기린빌라리조트,0,4,Y,,,3,,,제주특별자치도 서귀포시 남원읍 서성로 427-1,제주특별자치도 서귀포시 남원읍 위미리 4628,,,,4,0,
h_h001275,레슬리호텔,1,2,Y,,,2,,주식회사 여기어때컴퍼니,서울 강남구 봉은사로 479,,3122004,1168010500,2023-06-21 01:05:00,1,30000,HO-스탠다드 더블 
h_h001275,제주신화월드 랜딩관,1,1,Y,,,2,,㈜티몬,서울 강남구 압구정로 118,서울 강남구 신사동 529-4,3122007,1168010700,2023-06-12 22:14:00,1,55000,숙박비
h_h001275,호텔더본 제주,1,1,Y,,,2,,호텔 더본 제주,제주특별자치도 서귀포시 색달로 18,제주특별자치도 서귀포시 색달동 2138,3350132,5013011900,2023-06-20 16:42:00,1,154000,숙박비
h_h001276,신신호텔 서귀포점,1,1,Y,,,1,,㈜여기어때컴퍼니,서울 강남구 봉은사로 479,,3122004,1168010500,2023-06-16 13:51:00,1,58200,신신호텔 서귀포점
h_h001276,호텔더원,1,1,Y,,,1,,(주)인터파크트리플,서울 강남구 삼성로 512,,3122005,1168010500,2023-06-16 01:46:00,1,33000,제주 호텔 더 원 
h_h001279,애월바다 타운하우스,0,3,Y,,,5,,,제주특별자치도 제주시 애월읍 고내로13길 99-15,제주특별자치도 제주시 애월읍 고내리 351-2,,,,1,265000,
h_h001279,제주국제공항,0,11,Y,,,5,,,제주특별자치도 제주시 공항로 2,,,,,1,0,
h_h001280,카멜베이지,0,3,Y,,,3,,,제주특별자치도 서귀포시 안덕면 소기왓로 82,제주특별자치도 서귀포시 안덕면 창천리 703-1,,,,5,340000,
h_h001280,해모랏펜션,0,3,Y,,,3,,,제주특별자치도 서귀포시 성산읍 환해장성로 803,제주특별자치도 서귀포시 성산읍 온평리 1-2,,,,1,90000,
h_h001282,나누스테이,0,3,Y,,,2,,,제주특별자치도 제주시 애월읍 구엄동3길 47,제주특별자치도 제주시 애월읍 구엄리 799-11,,,,4,0,
h_h001283,썬라이즈 호텔 성산점,0,1,Y,,,2,,,제주특별자치도 서귀포시 성산읍 성산등용로17번길 35,제주특별자치도 서귀포시 성산읍 성산리 169-16,,,,1,250000,
h_h001288,그랜드밀리언스호텔 서귀포,0,1,Y,,,4,,,제주특별자치도 서귀포시 서호중앙로 84,제주특별자치도 서귀포시 서호동 1522-1,,,,2,706000,
h_h001292,르페도라펜션,1,3,Y,,,2,,(주)여기어때컴퍼니,서울 강남구 봉은사로 479,,3122004,1168010500,2023-06-04 00:00:00,3,69000,서귀포 르페도라
h_h001292,오브젝트 제주선흘점,1,7,Y,,,2,,에어비앤비,,,,,2023-06-04 19:03:00,1,139255,숙박비 
h_h001292,호텔스테이현,1,8,Y,,,2,,(주)여기어때컴퍼니,서울 강남구 봉은사로 479,,3122004,1168010500,2023-01-15 00:00:00,3,5335,제주 호텔 스테이현
h_h001297,로피하우스,1,7,Y,,,4,,에어비앤비,,,,,2023-06-18 07:12:00,1,82492,
h_h001297,애월스테이인제주,1,4,Y,,,4,,애월 스테이 인 제주,제주특별자치도 제주시 애월읍 애월해안로 708,제주특별자치도 제주시 애월읍 구엄리 609-1,3349131,5011025324,2023-06-27 15:00:00,1,88360,숙박비
h_h001297,호텔케니모슬포,1,1,Y,,,4,,에어비앤비,,,,,2023-06-06 20:27:00,1,99297,
h_h001298,롯데호텔 제주,0,1,Y,,,1,,,제주특별자치도 서귀포시 중문관광로72번길 35,제주특별자치도 서귀포시 색달동 2812-4,,,,4,400000,
h_h001298,빌라노이제주,0,3,Y,,,1,,,제주특별자치도 서귀포시 안덕면 산방로288번길 48,제주특별자치도 서귀포시 안덕면 사계리 321,,,,1,150000,
h_h001299,신신호텔 천지연점,1,1,Y,,,17,,아고다,,,,,2023-06-12 11:11:00,1,1199026,숙박비
h_h001300,구봉도 해솔길공영주차장,0,5,N,,,1,,,,경기 안산시 단원구 대부북동 산 35-3,,,,4,0,
h_h001300,십리포해수욕장 야영장,1,5,Y,,,1,,십리포캠핑장,인천 옹진군 영흥면 영흥북로 420-26,인천 옹진군 영흥면 내리 산 91,3158030,2872036022,2023-06-24 18:34:00,3,40000,숙박비
h_h001301,까사로마호텔,1,1,Y,,,2,,㈜야놀자,서울 강남구 테헤란로108길 42,서울 강남구 대치동 1003,4166713,1168010600,2023-06-30 21:52:00,3,87400,까사로마 호텔 서귀포
h_h001301,롯데시티호텔 제주,1,1,Y,,,2,,(주)하나투어,서울 종로구 인사동5길 41,서울 종로구 공평동 1,4100254,1111012700,2023-06-18 18:47:00,1,150000,롯데시티호텔 제주
h_h001303,틴더타운,1,3,Y,,,1,,(주)여기어때컴퍼니,서울 강남구 봉은사로 479,,3122004,1168010500,2023-06-15 15:19:00,1,38000,
h_h001303,플레이스캠프제주,1,1,Y,,,1,,아고다,,,,,,1,35769,플레이스 캠프 제주
h_h001306,라임펜션,0,3,Y,,,2,,,제주특별자치도 제주시 도두봉6길 29,제주특별자치도 제주시 도두일동 1702-6,,,,5,56757,
h_h001306,제주오션팰리스,0,1,Y,,,2,,,제주특별자치도 서귀포시 중앙로 14,제주특별자치도 서귀포시 서귀동 494,,,,5,58874,
h_h001309,윈스카이호텔,1,1,Y,,,2,,(주)마이리얼트립,서울 서초구 강남대로 311,서울 서초구 서초동 1338-12,2102001,1165010800,2023-06-03 11:32:00,1,24130,
h_h001309,윈스카이호텔,2,1,Y,,,2,,(주)타이드스퀘어투어비스,서울 중구 통일로 92,서울 중구 순화동 1-170,3000008,1114016800,2023-06-02 10:04:00,3,38344,
h_h001314,애월스테이인제주,0,1,Y,,,2,,,제주특별자치도 제주시 애월읍 애월해안로 708,제주특별자치도 제주시 애월읍 구엄리 609-1,,,,1,81136,
h_h001314,팜파스호텔 제주,0,1,Y,,,2,,,제주특별자치도 제주시 서해안로 368-3,제주특별자치도 제주시 용담삼동 2555,,,,1,36362,
h_h001316,사랑터울펜션,1,3,Y,,,2,,제주사랑터울,제주특별자치도 제주시 어영길 25,제주특별자치도 제주시 용담삼동 1170-1,4848235,5011011000,2023-07-01 21:04:00,1,95000,
h_h001316,호텔위드제주,1,1,Y,,,2,,㈜야놀자,서울 강남구 테헤란로108길 42,서울 강남구 대치동 1003,4166713,1168010600,2023-06-29 00:00:00,3,105160,호텔위드 제주
h_h001317,인디안썸머,0,3,Y,,,2,,,제주특별자치도 서귀포시 남원읍 하례망장포로26번길 3,제주특별자치도 서귀포시 남원읍 하례리 37-1,,,,5,250000,
h_h001318,제주R호텔,1,7,Y,,,1,,㈜여기어때컴퍼니 ,서울 강남구 봉은사로 479,,3122004,1168010500,2023-06-14 20:17:00,1,9950,GU-도미토리-숙박비
h_h001318,제주게스트하우스,1,7,Y,,,1,,제주게스트하우스 민박,제주특별자치도 제주시 용화로10길 14,제주특별자치도 제주시 용담이동 639-3,4848446,5011010900,2023-06-14 20:15:00,1,20500,숙박비
h_h001318,호텔케니모슬포,1,1,Y,,,1,,(주)트립비토즈,서울 강남구 테헤란로 415,,3122010,1168010500,2023-06-15 10:24:00,1,21300,
h_h001320,베프랑펜션,1,7,Y,,,1,,제주 베프랑 게스트하우스,제주특별자치도 서귀포시 성산읍 고성중앙로 28-7,제주특별자치도 서귀포시 성산읍 고성리 1478-1,3350019,5013025924,2023-06-23 06:43:00,1,17000,숙박비
h_h001320,취다선리조트,1,4,Y,,,1,,아고다,,,,,2023-06-25 00:00:00,1,163763,취다선 리조트 서귀포
h_h001320,플레이스캠프제주,1,1,Y,,,1,,플레이스 캠프 제주,제주특별자치도 서귀포시 성산읍 동류암로 20,,3350063,5013025924,2023-06-29 00:00:00,1,51000,스탠다드 더블 
h_h001322,김군빌리지게스트하우스,0,7,Y,,,1,,,제주특별자치도 제주시 어영길 1-1,제주특별자치도 제주시 용담삼동 2289-2,,,,1,20040,
h_h001322,정원책방,0,7,Y,,,1,,,제주특별자치도 서귀포시 남원읍 원님로25번길 14,제주특별자치도 서귀포시 남원읍 의귀리 700-6,,,,1,28000,
h_h001325,호텔 케니 서귀포,0,1,Y,,,1,,,제주특별자치도 서귀포시 동문로 42,제주특별자치도 서귀포시 서귀동 270-9,,,,4,55200,
h_h001326,삼양준하우스펜션,1,3,Y,,,4,,삼양준하우스,제주특별자치도 제주시 원당로5길 11,제주특별자치도 제주시 삼양일동 1646-14,4848508,5011011300,2023-06-28 19:54:00,1,120000,
h_h001326,삼양준하우스펜션,2,3,Y,,,4,,삼양준하우스,제주특별자치도 제주시 원당로5길 11,제주특별자치도 제주시 삼양일동 1646-14,4848508,5011011300,2023-06-29 19:51:00,1,120000,
h_h001326,삼양준하우스펜션,3,3,Y,,,4,,삼양준하우스,제주특별자치도 제주시 원당로5길 11,제주특별자치도 제주시 삼양일동 1646-14,4848508,5011011300,2023-06-30 19:43:00,1,120000,
h_h001329,제주항공우주호텔,1,1,Y,,,1,,제주 항공우주 호텔,제주특별자치도 서귀포시 안덕면 녹차분재로 216,제주특별자치도 서귀포시 안덕면 서광리 산 41,3349232,5013031027,2023-06-16 00:00:00,1,182239,숙박비 
h_h001330,제주신라호텔,0,1,Y,,,3,,,제주특별자치도 서귀포시 중문관광로72번길 75,제주특별자치도 서귀포시 색달동 3039-3,,,,1,650326,
h_h001330,흰수염고래리조트,0,4,Y,,,3,,,제주특별자치도 제주시 애월읍 일주서로 6818,제주특별자치도 제주시 애월읍 구엄리 941,,,,1,90000,
h_h001336,테디밸리골프앤리조트,1,4,Y,,,4,,테디밸리골프앤리조트,제주특별자치도 서귀포시 안덕면 한창로 365,,3349241,5013031024,2023-07-09 10:13:00,1,148500,숙박비
