travel_id,lodging_nm,lodging_payment_seq,lodging_type_cd,rsvt_yn,chk_in_dt_min,chk_out_dt_min,payment_num,brno,store_nm,road_nm_addr,lotno_addr,road_nm_cd,lotno_cd,payment_dt,payment_mthd_se,payment_amt_won,payment_etc
h_h002545,베스트웨스턴 제주호텔,1,1,Y,,,6,,아고다,,,,,2023-08-07 00:00:00,1,258000,베스트웨스턴 제주호텔
h_h002545,에어비앤비,1,3,Y,,,6,,에어비앤비,,,,,2023-07-06 11:10:00,1,449972,숙박비
h_h002545,토스카나호텔,1,1,Y,,,6,,Booking.com,,,,,2023-07-28 00:00:00,1,664533,호텔 토스카나
h_h002548,길리리조트,0,3,Y,,,2,,,제주특별자치도 제주시 한림읍 명재로 100-47,제주특별자치도 제주시 한림읍 협재리 12,,,,1,400000,
h_h002548,제이그랜드호텔,0,1,Y,,,2,,,제주특별자치도 제주시 삼무로 57,제주특별자치도 제주시 연동 281-22,,,,1,70000,
h_h002549,성산아쿠아비치호텔,1,1,Y,,,1,,인터파크트리플,서울 강남구 삼성로 512,,3122005,1168010500,2023-07-27 17:04:00,1,38000,스탠다드 트윈 
h_h002549,제주웨스턴그레이스 강정점,1,1,Y,,,1,,아고다,,,,,2023-08-04 00:00:00,1,37000,제주 웨스턴 그레이스 호텔
h_h002550,제주부영호텔앤리조트,0,1,Y,,,2,,,제주특별자치도 서귀포시 중문관광로 222,제주특별자치도 서귀포시 중문동 2700-2,,,,4,320000,
h_h002550,호텔리젠트마린,1,1,Y,,,2,,㈜여기어때컴퍼니,서울 강남구 봉은사로 479,서울 강남구 삼성동 51-2,3122004,1168010500,2023-07-27 00:01:00,3,150000,숙박비
h_h002552,더베스트제주성산,1,1,Y,,,2,,아고다,,,,,2023-08-14 19:05:00,1,117509,숙박비
h_h002552,신신호텔 제주오션,1,1,Y,,,2,,아고다_NICE,서울 마포구 마포대로 217,서울 마포구 아현동 686,2113001,1144010100,2023-08-12 03:02:00,1,37906,숙박비
h_h002552,제주사교장,0,7,Y,,,2,,,제주특별자치도 제주시 중앙로14길 28,제주특별자치도 제주시 삼도이동 913-4,,,,5,49900,
h_h002555,더오크라호텔,0,2,Y,,,2,,,제주특별자치도 제주시 신광로4길 38,제주특별자치도 제주시 연동 251-41,,,,1,39000,
h_h002555,롯데시티호텔 제주,0,1,Y,,,2,,,제주특별자치도 제주시 도령로 83,제주특별자치도 제주시 연동 2324-6,,,,1,171600,
h_h002555,체크인호텔,0,2,Y,,,2,,,제주특별자치도 제주시 임항로 28,제주특별자치도 제주시 건입동 1319-48,,,,1,50000,
h_h002556,오션패밀리호텔,1,1,Y,,,3,,(주)야놀자,서울 강남구 테헤란로108길 42,서울 강남구 대치동 1003,4166713,1168010600,2023-08-14 00:12:00,3,128000,제주 오션패밀리호텔 
h_h002556,제주팔레스호텔,1,1,Y,,,3,,주식회사 여기어때컴퍼니,서울 강남구 봉은사로 479,,3122004,1168010500,2023-08-15 00:00:00,1,79000,디럭스 트윈 
h_h002564,제주시 정실6길 18-2번지,1,11,Y,,,2,,에어비앤비,,,,,2023-07-09 23:47:00,1,161741,숙박비
h_h002564,제주신화월드 랜딩관,0,1,Y,,,2,,,제주특별자치도 서귀포시 안덕면 신화역사로304번길 38,제주특별자치도 서귀포시 안덕면 서광리 산 24,,,,4,300000,
h_h002570,라라보목,0,8,Y,,,2,,,제주특별자치도 서귀포시 보목로70번길 26-15,제주특별자치도 서귀포시 보목동 450-1,,,,5,150000,
h_h002570,히든힐호텔,0,1,Y,,,2,,,제주특별자치도 제주시 애월읍 고내로13길 73,제주특별자치도 제주시 애월읍 고내리 367,,,,1,145000,
h_h002585,신신호텔 제주월드컵,1,1,N,,,1,,아고다,,,,,2023-07-29 15:00:00,1,25902,신신호텔 제주 월드컵
h_h002585,아루미호텔 중문,1,1,N,,,1,,아루미 호텔,제주특별자치도 서귀포시 색달중앙로 38,제주특별자치도 서귀포시 색달동 2284-1,3350133,5013011900,2023-07-28 07:15:00,1,58062,숙박비 
h_h002587,서귀포호텔,1,1,Y,,,3,,서귀포호텔,제주특별자치도 서귀포시 상예로 319,제주특별자치도 서귀포시 상예동 161,3350128,5013012000,2023-08-03 00:00:00,1,126500,숙박비 
h_h002587,서귀포호텔,2,1,Y,,,3,,서귀포호텔,제주특별자치도 서귀포시 상예로 319,제주특별자치도 서귀포시 상예동 161,3350128,5013012000,2023-08-02 00:00:00,1,99000,숙박비
h_h002587,서귀포호텔,3,1,Y,,,3,,서귀포호텔,제주특별자치도 서귀포시 상예로 319,제주특별자치도 서귀포시 상예동 161,3350128,5013012000,2023-08-03 00:00:00,1,76500,숙박비
h_h002588,금호제주리조트,0,4,Y,,,4,,,제주특별자치도 서귀포시 남원읍 태위로 522-12,,,,,1,288000,
h_h002592,IBK기업은행제주수련관,0,4,Y,,,2,,,제주특별자치도 제주시 신대로13길 37,제주특별자치도 제주시 연동 322-11,,,,4,0,
h_h002597,호텔화인 제주,1,1,Y,,,2,,아고다,서울 중구 을지로 100,,3101006,1114010500,2023-07-28 00:00:00,1,43132,호텔 화인 제주
h_h002608,윤슬스테이,0,3,Y,,,2,,,제주특별자치도 제주시 구좌읍 덕행로 175-24,,,,,1,356054,
h_h002611,PUB섬노예,0,7,N,,,3,,,제주특별자치도 제주시 구좌읍 세화2길 3,제주특별자치도 제주시 구좌읍 세화리 1422-2,,,,3,35000,
h_h002611,벼리게스트하우스,0,7,Y,,,3,,,제주특별자치도 제주시 구좌읍 면수1길 27,제주특별자치도 제주시 구좌읍 하도리 3205,,,,2,80000,
h_h002611,호텔 케니 서귀포,0,1,Y,,,3,,,제주특별자치도 서귀포시 동문로 42,제주특별자치도 서귀포시 서귀동 270-9,,,,2,73000,
h_h002618,호텔 휘슬락 바이 베스트웨스턴 시그니처 컬렉션,0,1,Y,,,1,,,제주특별자치도 제주시 서부두2길 26,제주특별자치도 제주시 건입동 1443-2,,,,1,155000,
h_h002625,라마다제주시티호텔,0,1,Y,,,3,,,제주특별자치도 제주시 중앙로 304,제주특별자치도 제주시 이도이동 1025-8,,,,1,94200,
h_h002625,코델리아S호텔,0,2,Y,,,3,,,제주특별자치도 서귀포시 성산읍 일주동로 4186,제주특별자치도 서귀포시 성산읍 오조리 990-1,,,,1,65710,
h_h002625,토스카나호텔,0,1,Y,,,3,,,제주특별자치도 서귀포시 용흥로66번길 158-7,제주특별자치도 서귀포시 강정동 3702-1,,,,1,300400,
h_h002629,뜨레비호텔,1,1,Y,,,3,,아고다,,,,,2023-06-11 00:00:00,1,41337,Jeju Trevi Hotel
h_h002629,뜨레비호텔,2,1,Y,,,3,,뜨레비호텔,제주특별자치도 제주시 연동7길 8,제주특별자치도 제주시 연동 272-50,4848258,5011013700,2023-08-25 20:24:00,1,10000,
h_h002629,비스비제주 앤 팜빌리지,1,3,Y,,,3,,비스비제주 앤 팜빌리지,제주특별자치도 서귀포시 속골로 29-10,,3350166,5013010400,2023-08-22 18:12:00,1,30000,
h_h002629,비스비제주 앤 팜빌리지,2,3,Y,,,3,,비스비제주 앤 팜빌리지,제주특별자치도 서귀포시 속골로 29-10,,3350166,5013010400,2023-08-13 21:41:00,1,321000,프라이빗S 19 오션뷰 
h_h002631,소롱돌담집,0,8,Y,,,2,,,제주 제주시 조천읍 조천북1길 28,,,,,1,98000,
h_h002631,숙소,0,2,Y,,,2,,,충북 청주시 흥덕구 풍년로150번길 36,,,,,1,60000,
h_h002631,오션스타콘도,0,4,Y,,,2,,,제주특별자치도 서귀포시 성산읍 섭지코지로 169,제주특별자치도 서귀포시 성산읍 고성리 105,,,,1,110000,
h_h002631,집,0,2,Y,,,2,,,신율로43,,,,,4,0,
h_h002631,호텔화인 제주,1,1,Y,,,2,,아고다,,,,,2023-07-27 00:00:00,1,49704,Hotel Fine Jeju
h_h002632,제주디아일랜드블루호텔,0,1,Y,,,3,,,제주특별자치도 서귀포시 태평로431번길 3,제주특별자치도 서귀포시 서귀동 544-2,,,,2,310810,
h_h002633,시재시재,1,3,Y,,,2,,에어비앤비,,,,,2023-07-16 17:27:00,1,381016,숙박비
h_h002653,베스트웨스턴 제주호텔,1,1,Y,,,2,,베스트웨스턴 제주호텔,제주특별자치도 제주시 도령로 27,제주특별자치도 제주시 노형동 1295-16,3349052,5011012200,2023-07-13 00:00:00,1,39917,숙박비
h_h002653,베스트웨스턴 제주호텔,2,1,Y,,,2,,아고다,,,,,2023-08-08 00:00:00,1,78903,베스트웨스턴 제주 호텔
h_h002653,하도36,1,7,Y,,,2,,하도36,제주특별자치도 제주시 구좌읍 해맞이해안로 1766-14,제주특별자치도 제주시 구좌읍 하도리 463-5,3349242,5011025631,2023-08-11 15:34:00,3,120000,
h_h002656,애월스테이인제주,0,4,Y,,,3,,,제주특별자치도 제주시 애월읍 애월해안로 708,제주특별자치도 제주시 애월읍 구엄리 609-1,,,,1,320000,
h_h002657,메종글래드제주,1,1,Y,,,2,,(주)여기어때컴퍼니,서울 강남구 봉은사로 479,,3122004,1168010500,2023-07-02 11:40:00,1,238999,메종 글래드 제주
h_h002657,히든클리프호텔&네이쳐,1,1,Y,,,2,,예래클리프개발주식회사,제주특별자치도 서귀포시 예래해안로 550,,3350212,5013012000,2023-08-04 16:10:00,1,286000,숙박비
h_h002658,제주샹그릴라호텔앤리조트,0,1,Y,,,2,,,제주특별자치도 제주시 해안마을북길 14-6,,,,,1,69076,
h_h002659,신신호텔 서귀포점,1,1,Y,,,2,,부킹닷컴,,,,,2023-08-07 14:40:00,1,61699,신신호텔서귀포
h_h002659,우도피아펜션,1,3,Y,,,2,,우도피아,제주특별자치도 제주시 우도면 영일진사길 51-40,,4848292,5011033021,2023-07-24 00:00:00,1,140000,다솜 숙박비
h_h002665,낯선하루게스트하우스,0,7,Y,,,2,,,제주특별자치도 서귀포시 성산읍 신양로122번길 30-8,제주특별자치도 서귀포시 성산읍 고성리 198,,,,5,109000,
h_h002665,평대모살코지,0,7,Y,,,2,,,제주특별자치도 제주시 구좌읍 평대7길 39-2,제주특별자치도 제주시 구좌읍 평대리 601-1,,,,5,80000,
h_h002667,베네치아휴안,1,11,Y,,,2,,에어비앤비,,,,,2023-06-26 09:03:00,1,167518,숙박비
h_h002667,파르나스호텔 제주,1,1,Y,,,2,,아고다,,,,,2023-06-20 00:00:00,1,381150,파르나스 호텔 제주 
h_h002684,오션스위츠 제주호텔,1,1,Y,,,1,,(주)현대이지웰,서울 서대문구 충정로 23,서울 서대문구 충정로3가 470,3112011,1141010200,2023-08-29 00:00:00,3,100000,오션스위츠호텔
h_h002684,호텔케니모슬포,1,1,Y,,,1,,(주)현대이지웰,서울 서대문구 충정로 23,서울 서대문구 충정로3가 470,3112011,1141010200,2023-08-03 00:00:00,3,44200,호텔 케니 모슬포-숙박비
h_h002694,제주공항,0,1,N,,,5,,,제주특별자치도 제주시 공항로,,,,,4,0,
h_h002694,제주샹그릴라호텔앤리조트,0,1,Y,,,5,,,제주특별자치도 제주시 해안마을북길 14-6,,,,,1,589000,
h_h002694,제주샹그릴라호텔앤리조트,1,1,Y,,,5,,아고다,,,,,2023-08-12 00:00:00,1,338796,제주 샹그릴라 호텔&리조트
h_h002701,도두블루파크시티아파트,0,11,Y,,,2,,,제주특별자치도 제주시 도두항서길 41,제주특별자치도 제주시 도두일동 2614,,,,5,210000,
h_h002713,그랜드하얏트제주,0,1,Y,,,3,,,제주특별자치도 제주시 노연로 12,제주특별자치도 제주시 노형동 925,,,,1,300000,
h_h002713,서귀포자연휴양림 담팔수동,0,9,Y,,,3,,,,제주특별자치도 서귀포시 대포동 산 1-8,,,,1,58000,
h_h002713,퍼스트70호텔,0,1,Y,,,3,,,제주특별자치도 서귀포시 명동로 46,제주특별자치도 서귀포시 서귀동 182,,,,1,150000,
h_h002721,부티크스테이스놉,0,1,Y,,,2,,,제주특별자치도 서귀포시 예래해안로 17,제주특별자치도 서귀포시 하예동 1795-1,,,,1,370000,
h_h002721,히든클리프호텔&네이쳐,0,1,Y,,,2,,,제주특별자치도 서귀포시 예래해안로 542,제주특별자치도 서귀포시 상예동 625,,,,1,290000,
h_h002723,제주샹그릴라호텔앤리조트,1,1,Y,,,4,,제주 샹그릴라 호텔 앤 리조트,제주특별자치도 제주시 해안마을북길 14-6,,4849087,5011013900,2023-07-09 00:00:00,1,354000,숙박비
h_h002726,오션스위츠 제주호텔,1,1,Y,,,5,,주식회사 오션스위츠,제주특별자치도 제주시 탑동해안로 74,제주특별자치도 제주시 삼도이동 1260-1,3349198,5011010600,2023-08-05 20:23:00,1,110000,숙박비
h_h002726,제주신화월드 신화관,0,1,Y,,,5,,,제주특별자치도 서귀포시 안덕면 신화역사로304번길 38,제주특별자치도 서귀포시 안덕면 서광리 산 24,,,,1,420000,
h_h002730,베스트웨스턴 제주호텔,1,1,Y,,,2,,트립닷컴,,,,,2023-07-31 12:27:00,1,196217,숙박비
h_h002733,제주두번째집,1,3,Y,,,5,,,,,,,2023-06-13 12:37:00,3,610000,제주도 두번째 집 숙박비
h_h002734,비스타케이호텔 월드컵,1,1,Y,,,2,,(주)여기어때컴퍼니,서울 강남구 봉은사로 479,,3122004,1168010500,2023-07-25 14:03:00,1,60000,스탠다드 트윈 
h_h002734,호텔 휘슬락 바이 베스트웨스턴 시그니처 컬렉션,1,1,Y,,,2,,㈜여기어때컴퍼니,서울 강남구 봉은사로 479,서울 강남구 삼성동 51-2,3122004,1168010500,2023-07-20 00:08:00,1,74050,숙박비
h_h002734,호텔난타,1,1,Y,,,2,,㈜여기어때컴퍼니 ,서울 강남구 봉은사로 479,서울 강남구 삼성동 51-2,3122004,1168010500,2023-07-25 13:25:00,1,88000,숙박비
h_h002751,온더스톤게스트하우스 2호점,0,7,Y,,,2,,,제주특별자치도 서귀포시 성산읍 성산등용로 100-4,제주특별자치도 서귀포시 성산읍 성산리 358-3,,,,1,40360,
h_h002751,와락게스트하우스,1,7,Y,,,2,,(주)야놀자,서울 강남구 테헤란로108길 42,서울 강남구 대치동 1003,4166713,1168010600,2023-07-22 00:00:00,1,100000,제주 와락 게스트하우스
h_h002751,파크선샤인제주,0,1,Y,,,2,,,제주특별자치도 서귀포시 남성중로 135,제주특별자치도 서귀포시 서홍동 637,,,,1,107009,
h_h002768,그랜드하얏트제주,1,1,Y,,,3,,(주)티몬,서울 강남구 압구정로 118,서울 강남구 신사동 529-4,3122007,1168010700,2023-07-15 22:30:00,1,448800,[썸머브레이크]그랜드 하얏트 제주
h_h002768,그랜드하얏트제주,2,1,Y,,,3,,아고다,,,,,2023-08-07 00:00:00,1,750720,Grand Hyatt Jeju
h_h002768,제주신라호텔수영장,0,1,Y,,,3,,,제주특별자치도 서귀포시 중문관광로72번길 75,제주특별자치도 서귀포시 색달동 3039-3,,,,4,0,
h_h002771,건축학개론펜션,0,3,Y,,,4,,,제주특별자치도 서귀포시 성산읍 신풍하동로 224-33,제주특별자치도 서귀포시 성산읍 신풍리 179,,,,5,276000,
h_h002778,제주도게스트하우스파티스테이블,0,7,Y,,,2,,,제주특별자치도 서귀포시 안덕면 사계북로 109,제주특별자치도 서귀포시 안덕면 사계리 1586,,,,1,60000,
h_h002778,호텔브릿지 서귀포,0,1,Y,,,2,,,제주특별자치도 서귀포시 태평로 436,제주특별자치도 서귀포시 서귀동 162-4,,,,1,44800,
h_h002779,호텔브릿지 서귀포,1,1,Y,,,2,,트립닷컴,,,,,2023-07-31 00:00:00,1,107341,호텔 브릿지 서귀포
h_h002784,히든스테이,0,7,Y,,,1,,,제주특별자치도 서귀포시 성산읍 성산중앙로40번길 12,제주특별자치도 서귀포시 성산읍 성산리 183-1,,,,1,64900,
h_h002792,봄그리고가을리조트,1,4,Y,,,4,,봄 그리고 가을 호텔&리조트,제주특별자치도 서귀포시 성산읍 해맞이해안로 2660,제주특별자치도 서귀포시 성산읍 시흥리 208,3349242,5013025923,2023-08-28 15:00:00,1,98000,숙박비
h_h002792,함덕비치스테이제주,1,1,Y,,,4,,주식회사 트립비토즈,서울 강남구 테헤란로 415,,3122010,1168010500,2023-08-02 18:42:00,1,128000,함덕 비치 스테이 제주
h_h002792,헤라 호텔레오,1,1,Y,,,4,,아고다,,,,,2023-08-29 00:00:00,1,218790,호텔 레오 
h_h002795,민수민수 게스트하우스,0,7,Y,,,1,,,제주특별자치도 제주시 한림읍 일주서로 5903-6,제주특별자치도 제주시 한림읍 귀덕리 904-7,,,,5,75000,
h_h002796,호텔더본 제주,0,1,Y,,,2,,,제주특별자치도 서귀포시 색달로 18,제주특별자치도 서귀포시 색달동 2138,,,,1,440000,
h_h002809,뉴제주호텔,0,1,Y,,,2,,,제주특별자치도 제주시 원노형6길 2,제주특별자치도 제주시 노형동 928-3,,,,1,38300,
h_h002809,말레콘,0,7,Y,,,2,,,제주특별자치도 제주시 구좌읍 월정1길 82-4,제주특별자치도 제주시 구좌읍 월정리 627,,,,1,55000,
h_h002809,설레임게스트하우스 2호점,0,7,Y,,,2,,,제주특별자치도 제주시 애월읍 애월북서길 67,제주특별자치도 제주시 애월읍 애월리 2519-3,,,,1,120000,
h_h002819,세인트비치호텔,1,1,Y,,,2,,트립닷컴,,,,,2023-07-02 16:21:00,1,481800,세인트 비치 호텔
h_h002820,뜰에하우스,1,11,Y,,,4,,에어비앤비,,,,,2023-06-04 23:14:00,1,333505,숙박비
h_h002820,아이진호텔,1,1,Y,,,4,,아고다,,,,,2023-08-23 00:00:00,1,119374,I Jin Hotel
h_h002832,이길스테이,0,3,Y,,,4,,,제주특별자치도 제주시 한림읍 한림로 481,제주특별자치도 제주시 한림읍 옹포리 585-3,,,,1,462118,
h_h002832,호텔시리우스,0,1,Y,,,4,,,제주특별자치도 제주시 도령로 133,제주특별자치도 제주시 연동 2334-4,,,,1,126004,
h_h002838,플레이스캠프제주,1,1,Y,,,1,,아고다,,,,,2023-08-10 00:00:00,1,84038,Playce Camp Jeju
h_h002842,다인오세아노호텔 루프탑ARA,2,6,N,,,2,,다인오세아노호텔,제주특별자치도 제주시 애월읍 애월해안로 394,,3349131,5011025333,2023-08-13 19:59:00,1,25000,
h_h002842,제주푸른호텔,1,1,Y,,,2,,아고다,,,,,2023-07-05 00:00:00,1,45600,제주푸른호텔 
h_h002842,클럽다인리조트,1,4,Y,,,2,,아고다,,,,,2023-08-04 00:00:00,1,157472,Dyne resort
h_h002843,더그랜드섬오름,1,1,Y,,,2,,제주바바,제주특별자치도 제주시 연삼로 411,제주특별자치도 제주시 이도이동 1059-14,3349137,5011010400,2023-08-18 16:39:00,1,157300,숙박비
h_h002843,호텔브릿지 서귀포,1,1,Y,,,2,,아고다,,,,,2023-08-25 00:00:00,1,64036,호텔 브릿지 서귀포 
h_h002843,호텔샬롬제주,1,1,Y,,,2,,아고다,,,,,2023-08-18 00:00:00,1,65574,호텔 샬롬 제주
h_h002854,미도호스텔,1,7,Y,,,1,,미도호스텔,제주특별자치도 서귀포시 동문동로 13-1,제주특별자치도 서귀포시 서귀동 258-2,3350064,5013010100,2023-08-02 16:45:00,1,25791,숙박비
h_h002854,제주도 조용한게스트하우스 산방산점,1,7,Y,,,1,,제주도조용한게스트하우스,제주특별자치도 서귀포시 안덕면 덕수회관로87번길 34,제주특별자치도 서귀포시 안덕면 덕수리 2328-1,4850130,5013031026,2023-08-04 18:27:00,3,30000,여성4인 도미토리 숙박비
h_h002865,바당고띠,0,11,Y,,,2,,,제주특별자치도 제주시 월대3길 31,제주특별자치도 제주시 외도이동 334-5,,,,1,110000,
h_h002865,춤추는달,0,11,Y,,,2,,,제주특별자치도 서귀포시 중문상로 230-6,제주특별자치도 서귀포시 중문동 802-14,,,,5,100000,
h_h002866,캄/kalm,0,3,Y,,,3,,,토산중앙로49번길 29-3,,,,,5,560000,
h_h002868,나디아펜션,0,3,Y,,,4,,,제주특별자치도 제주시 애월읍 애원로 74,제주특별자치도 제주시 애월읍 애월리 1229-3,,,,2,68366,
h_h002868,브라운스위트제주 호텔앤리조트,0,1,Y,,,4,,,제주특별자치도 서귀포시 성산읍 고성오조로 94,제주특별자치도 서귀포시 성산읍 고성리 1201,,,,2,85716,
h_h002868,호텔휴식 서귀포,0,1,Y,,,4,,,제주특별자치도 서귀포시 중앙로71번길 17,제주특별자치도 서귀포시 서귀동 308-2,,,,1,49771,
h_h002873,신신호텔 천지연점,1,1,Y,,,2,,신신호텔 천지연,제주특별자치도 서귀포시 서문로 42-1,제주특별자치도 서귀포시 서귀동 325-1,3350343,5013010100,2023-08-16 00:00:00,1,114345,STANDARD DOUBLE-숙박비
h_h002884,너랑나랑게스트하우스,1,7,Y,,,1,,너랑나랑 게스트하우스,제주특별자치도 서귀포시 안덕면 화순해안로 40,제주특별자치도 서귀포시 안덕면 화순리 893-6,3350331,5013031021,2023-08-03 21:38:00,1,50000,숙박비
h_h002889,유메오르펜션,1,3,Y,,,2,,(주)여기어때컴퍼니,서울 강남구 봉은사로 479,,3122004,1168010500,2023-08-01 00:00:00,3,95400,제주 유메오르 펜션
h_h002889,호텔징크,1,1,Y,,,2,,(주)여기어때컴퍼니,서울 강남구 봉은사로 479,,3122004,1168010500,2023-08-01 00:00:00,3,90482,[연박할인] 수페리어 더블룸
h_h002899,신라스테이 제주,1,1,Y,,,3,,신라스테이제주,제주특별자치도 제주시 노연로 100,,3349041,5011013700,2023-09-09 21:29:00,1,44000,
h_h002905,위드스테이호텔,1,1,Y,,,4,,호텔 위드스테이제주,제주특별자치도 제주시 노연로 34,제주특별자치도 제주시 노형동 930-5,3349041,5011012200,2023-06-26 22:05:00,1,52359,숙박비
h_h002905,호텔골든데이지 서귀포오션,1,1,Y,,,4,,아고다,,,,,2023-06-26 00:00:00,1,61856,Hotel Goldendaisy Seogwipo ocean
h_h002913,루마인펜션,0,3,Y,,,2,,,제주특별자치도 제주시 구좌읍 해맞이해안로 2498,제주특별자치도 제주시 구좌읍 종달리 624,,,,3,120000,
h_h002921,로피하우스,1,7,Y,,,1,,아고다페이먼츠코리아,,,,,2023-08-09 16:40:00,3,15031,숙박비
h_h002921,신신호텔 천지연점,1,1,Y,,,1,,아고다,,,,,2023-08-08 17:42:00,1,32226,숙박비
h_h002927,김녕해수욕장,1,5,N,,,2,,김녕리 연합청년회,,,,,2023-08-07 00:00:00,3,40000,숙박비
h_h002927,메종글래드제주,0,1,Y,,,2,,,제주특별자치도 제주시 노연로 80,제주특별자치도 제주시 연동 263-15,,,,1,148903,
h_h002927,붉은오름자연휴양림 숲속야영장,0,5,Y,,,2,,,,제주특별자치도 서귀포시 표선면 가시리 산 158,,,,1,7000,
h_h002934,미완성,0,3,Y,,,3,,,제주특별자치도 서귀포시 대정읍 도원로 39-7,제주특별자치도 서귀포시 대정읍 신도리 2978-3,,,,5,340000,
h_h002941,베스트웨스턴 제주호텔,0,1,Y,,,2,,,제주특별자치도 제주시 도령로 27,제주특별자치도 제주시 노형동 1295-16,,,,1,150000,
h_h002944,더베스트제주성산,0,1,Y,,,1,,,제주특별자치도 서귀포시 성산읍 동류암로 26,제주특별자치도 서귀포시 성산읍 고성리 298-5,,,,1,200000,
h_h002948,소노벨 제주,1,4,Y,,,3,,소노호텔앤드리조트,제주특별자치도 제주시 조천읍 신북로 577,,3349112,5011025924,2023-09-08 11:15:00,1,468000,객실료;[신]뷔페 대인(해난디);[신]뷔페 유아(해난디)
h_h002948,소노캄 제주,1,4,Y,,,3,,소노 호텔&리조트,제주특별자치도 서귀포시 표선면 일주동로 6347-17,,3349235,5013032026,2023-09-10 08:22:00,1,446000,숙박비
h_h002955,김녕바이브,0,8,Y,,,2,,,제주특별자치도 제주시 구좌읍 김녕항1길 2,제주특별자치도 제주시 구좌읍 김녕리 3936,,,,1,160000,
h_h002955,마니주펜션,0,3,Y,,,2,,,제주특별자치도 제주시 서해안로 248,제주특별자치도 제주시 도두일동 1688-9,,,,1,80000,
h_h002955,성산파라다이스힐,0,3,Y,,,2,,,제주특별자치도 서귀포시 성산읍 일주동로4120번길 103,제주특별자치도 서귀포시 성산읍 오조리 1666-1,,,,1,60000,
h_h002964,브라운스위트제주 호텔앤리조트,0,1,Y,,,2,,,제주특별자치도 서귀포시 성산읍 고성오조로 94,제주특별자치도 서귀포시 성산읍 고성리 1201,,,,1,78000,
h_h002964,호텔브릿지 서귀포,0,1,Y,,,2,,,제주특별자치도 서귀포시 태평로 436,제주특별자치도 서귀포시 서귀동 162-4,,,,1,55000,
h_h002976,신신호텔 천지연점,1,1,Y,,,2,,아고다,,,,,2023-08-10 00:00:00,1,30881,Shinshin Hotel Cheonjiyeon
h_h002977,단잠,0,6,Y,,,2,,,제주특별자치도 제주시 한림읍 귀덕14길 56,제주특별자치도 제주시 한림읍 귀덕리 1364-1,,,,3,130000,
h_h002977,유탑유블레스호텔 제주,0,1,Y,,,2,,,제주특별자치도 제주시 조천읍 조함해안로 502,제주특별자치도 제주시 조천읍 함덕리 1269-9,,,,3,180000,
h_h002982,팜스빌리지,0,3,Y,,,3,,,제주특별자치도 제주시 한림읍 귀덕7길 17,제주특별자치도 제주시 한림읍 귀덕리 3116,,,,5,260000,
h_h002982,호텔리젠트마린,0,1,Y,,,3,,,제주특별자치도 제주시 서부두2길 20,제주특별자치도 제주시 건입동 1443,,,,5,94800,
h_h002994,스테이셀레네,1,3,Y,,,2,,제주숙소 스테이셀레네,제주특별자치도 제주시 구좌읍 행원로7길 25-1,제주특별자치도 제주시 구좌읍 행원리 589,4849099,5011025627,2023-08-01 00:00:00,1,260000,
h_h002994,제주베아툼스파앤풀빌라,1,3,Y,,,2,,제주 베아툼,제주특별자치도 제주시 구좌읍 해맞이해안로 2486-21,제주특별자치도 제주시 구좌읍 종달리 659,3349242,5011025632,2023-08-02 00:00:00,1,159000,숙박비
h_h003006,더베스트제주성산,2,1,Y,,,2,,트립닷컴,,,,,2023-07-27 00:00:00,1,55816,더 베스트 제주 성산 호텔
h_h003006,헤이 서귀포,1,1,Y,,,2,,아고다,,,,,2023-08-14 00:00:00,1,52597,Heyy Seogwipo Hotel
h_h003006,호텔브릿지 서귀포,1,1,Y,,,2,,트립닷컴,,,,,2023-07-27 00:00:00,1,50151,호텔 브릿지 서귀포
h_h003009,달이머물다 게스트하우스,1,7,Y,,,3,,제주도게스트하우스파티달이머물다,제주특별자치도 제주시 구좌읍 해맞이해안로 518-38,제주특별자치도 제주시 구좌읍 행원리 1511-3,3349242,5011025627,2023-08-02 15:36:00,1,90000,[오션뷰]도미토리 여성/디너파티
h_h003009,회사숙소,0,4,Y,,,3,,,10-18,,,,,4,0,
h_h003012,봄봄게스트하우스,0,7,N,,,2,,,제주특별자치도 제주시 애월읍 상귀장수물길 58-55,제주특별자치도 제주시 애월읍 유수암리 2151-6,,,,1,90113,
h_h003012,제주신화월드 신화관,0,1,Y,,,2,,,제주특별자치도 서귀포시 안덕면 신화역사로304번길 38,제주특별자치도 서귀포시 안덕면 서광리 산 24,,,,1,287126,
h_h003019,신신호텔 천지연점,1,1,Y,,,1,,(주)여기어때컴퍼니,서울 강남구 봉은사로 479,,3122004,1168010500,2023-08-27 16:57:00,1,34100,스탠다드 싱글(1인) 
h_h003019,여행자게스트하우스,1,7,Y,,,1,,(주)여기어때컴퍼니,서울 강남구 봉은사로 479,,3122004,1168010500,2023-08-29 10:29:00,3,32000,1인실 남녀공용-숙박비
h_h003024,브라운스위트제주 호텔앤리조트,1,1,Y,,,1,,주식회사 인터파크,서울 강남구 삼성로 512,서울 강남구 삼성동 157-1,3122005,1168010500,2023-08-04 13:48:00,1,46202,브라운 스위트 제주
h_h003024,우도머뭄,1,7,Y,,,1,,우도머뭄,제주특별자치도 제주시 우도면 조일길 44,제주특별자치도 제주시 우도면 연평리 156-1,4848714,5011033021,2023-08-03 16:46:00,3,65000,숙박비
