aihub_place_id,aihub_place_name,aihub_normalized_name,aihub_aliases,aihub_poi_ids,aihub_road_address,aihub_lot_address,aihub_longitude,aihub_latitude,aihub_visit_area_type_code,aihub_visit_count,aihub_identity_method,match_status,match_method,name_similarity,distance_m,confidence_score,tourapi_content_id,tourapi_place_name,tourapi_address1,tourapi_address2,tourapi_longitude,tourapi_latitude,tourapi_rag_eligible,merged_aihub_place_ids,merged_aihub_place_count,merged_mapping_conflict,exclusion_reason
3596,스타벅스 제주공항 DT 점,스타벅스제주공항dt점,"[""스타벅스 제주공항 DT점""]","[""POI01000TR033207V""]",제주특별자치도 제주시 월성로 42,제주특별자치도 제주시 용담이동 2754-1,126.505354600000,33.500624900000,11,10,POI_CONFIRMED,UNMATCHED,NO_RELIABLE_CANDIDATE,,,0.0000,,,,,,,,[3596],1,false,FRANCHISE:스타벅스
3815,씨유 렌터카,씨유렌터카,[],"[""POI02000TR003069V"", ""POI02000TR003442V""]",제주특별자치도 제주시 오일장중길 117,제주특별자치도 제주시 도두일동 1375-2,126.478216000000,33.500100600000,9,10,NAME_ADDRESS,UNMATCHED,NO_RELIABLE_CANDIDATE,,,0.0000,,,,,,,,[3815],1,false,TRANSPORT_TYPE:9
4334,오렌지 렌터카,오렌지렌터카,[],"[""POI01000000B3331H""]",제주특별자치도 제주시 연미길 103,제주특별자치도 제주시 연동 353-1,126.501914500000,33.485719500000,12,10,POI_CONFIRMED,UNMATCHED,NO_RELIABLE_CANDIDATE,,,0.0000,,,,,,,,[4334],1,false,NON_TOURISM_KEYWORD:렌터카
5091,자유 렌터카,자유렌터카,[],"[""POI02000TR003216V"", ""POI02000TR004341V"", ""POI02000TR004342V""]",제주특별자치도 제주시 오일장중길 117,제주특별자치도 제주시 도두일동 1375-2,126.477877200000,33.500071300000,12,10,NAME_ADDRESS,UNMATCHED,NO_RELIABLE_CANDIDATE,,,0.0000,,,,,,,,[5091],1,false,NON_TOURISM_KEYWORD:렌터카
962,뉴대한 렌터카,뉴대한렌터카,"[""뉴 대한 렌터카""]","[""POI01000TR001355V""]",제주특별자치도 제주시 연미길 35,제주특별자치도 제주시 오라이동 2045-1,126.506665600000,33.490347400000,9,9,POI_CONFIRMED,UNMATCHED,NO_RELIABLE_CANDIDATE,,,0.0000,,,,,,,,[962],1,false,TRANSPORT_TYPE:9
1538,땡큐 제주 렌터카,땡큐제주렌터카,[],"[""POI010000007UQ31R""]",제주특별자치도 제주시 서해안로 620-13,제주특별자치도 제주시 용담삼동 1032-3,126.503401300000,33.515535700000,12,9,POI_CONFIRMED,UNMATCHED,NO_RELIABLE_CANDIDATE,,,0.0000,,,,,,,,[1538],1,false,NON_TOURISM_KEYWORD:렌터카
1676,롯데리아 제주공항 국내선 탑승점,롯데리아제주공항국내선탑승점,[],"[""POI01000TR010122V""]",제주특별자치도 제주시 공항로 2,제주특별자치도 제주시 용담이동 2002,126.492923200000,33.506845200000,11,9,POI_CONFIRMED,UNMATCHED,NO_RELIABLE_CANDIDATE,,,0.0000,,,,,,,,[1676],1,false,FRANCHISE:롯데리아
1891,맥도날드 제주 중문 DT 점,맥도날드제주중문dt점,[],"[""POI01000TR002613V""]",제주특별자치도 서귀포시 중문관광로 38,제주특별자치도 서귀포시 색달동 2558-1,126.413763900000,33.254829600000,11,9,POI_CONFIRMED,UNMATCHED,NO_RELIABLE_CANDIDATE,,,0.0000,,,,,,,,[1891],1,false,FRANCHISE:맥도날드
3190,성산포항 우도도항선 매표소,성산포항우도도항선매표소,"[""성산포항우도도항선매표소""]","[""POI01000TR012339V""]",제주특별자치도 서귀포시 성산읍 성산등용로 130-21,제주특별자치도 서귀포시 성산읍 성산리 347-9,126.934213000000,33.472921900000,9,9,POI_CONFIRMED,UNMATCHED,NO_RELIABLE_CANDIDATE,,,0.0000,,,,,,,,[3190],1,false,TRANSPORT_TYPE:9
3586,스타 렌터카,스타렌터카,[],"[""POI01000TR025924V""]",제주특별자치도 제주시 용문로 20,제주특별자치도 제주시 용담2동 1524-12,126.498386500000,33.504912800000,9,9,POI_CONFIRMED,UNMATCHED,NO_RELIABLE_CANDIDATE,,,0.0000,,,,,,,,[3586],1,false,TRANSPORT_TYPE:9
3599,스타벅스 제주 노형점,스타벅스제주노형점,[],"[""POI01000TR003404V""]",제주특별자치도 제주시 도령로 27,제주특별자치도 제주시 노형동 1295-16,126.481847000000,33.487631500000,11,9,POI_CONFIRMED,UNMATCHED,NO_RELIABLE_CANDIDATE,,,0.0000,,,,,,,,[3599],1,false,FRANCHISE:스타벅스
3600,스타벅스 제주 삼화 DT점,스타벅스제주삼화dt점,[],"[""POI01000TR031342V""]",제주특별자치도 제주시 연삼로 884,제주특별자치도 제주시 도련일동 2191-2,126.580416900000,33.511741700000,11,9,POI_CONFIRMED,UNMATCHED,NO_RELIABLE_CANDIDATE,,,0.0000,,,,,,,,[3600],1,false,FRANCHISE:스타벅스
6966,하나 렌터카,하나렌터카,[],"[""POI010000006VVNHW""]",제주특별자치도 제주시 성화로1길 5,제주특별자치도 제주시 용담2동 892-1,126.504356300000,33.510378800000,9,9,POI_CONFIRMED,UNMATCHED,NO_RELIABLE_CANDIDATE,,,0.0000,,,,,,,,[6966],1,false,TRANSPORT_TYPE:9
1631,레인보 모빌리티,레인보모빌리티,[],"[""POI01000TR042309V""]",제주특별자치도 제주시 서해안로 442-53,제주특별자치도 제주시 용담삼동 2220,126.490915300000,33.515609400000,9,8,POI_CONFIRMED,UNMATCHED,NO_RELIABLE_CANDIDATE,,,0.0000,,,,,,,,[1631],1,false,TRANSPORT_TYPE:9
1889,맥도날드 제주 월드컵 스타디움 DT 점,맥도날드제주월드컵스타디움dt점,"[""맥도날드 제주 월드컵 스타디움 DT점""]","[""POI01000TR007913V""]",제주특별자치도 서귀포시 일주서로 7,제주특별자치도 서귀포시 강정동 231-1,126.507332800000,33.249389400000,11,8,POI_CONFIRMED,UNMATCHED,NO_RELIABLE_CANDIDATE,,,0.0000,,,,,,,,[1889],1,false,FRANCHISE:맥도날드
3595,스타벅스 인천 강화 DT 점,스타벅스인천강화dt점,"[""스타벅스 제주 노형 DT점""]","[""POI01000TR002218V""]",제주특별자치도 제주시 월랑로 68,제주특별자치도 제주시 노형동 1238-2,126.474131400000,33.490947500000,11,8,POI_CONFIRMED,UNMATCHED,NO_RELIABLE_CANDIDATE,,,0.0000,,,,,,,,[3595],1,false,FRANCHISE:스타벅스
5305,제주 국제공항 렌터카 하우스,제주국제공항렌터카하우스,[],"[""POI01000TR007197V""]",제주특별자치도 제주시 공항로 2,제주특별자치도 제주시 용담2동 1984-8,126.492273900000,33.504877100000,9,8,POI_CONFIRMED,UNMATCHED,NO_RELIABLE_CANDIDATE,,,0.0000,,,,,,,,[5305],1,false,TRANSPORT_TYPE:9
5435,제주 렌터카 본사,제주렌터카본사,[],"[""POI01000TR005296V""]",제주특별자치도 제주시 용문로 8,제주특별자치도 제주시 용담2동 1531-1,126.497215200000,33.504994600000,9,8,POI_CONFIRMED,UNMATCHED,NO_RELIABLE_CANDIDATE,,,0.0000,,,,,,,,[5435],1,false,TRANSPORT_TYPE:9
5729,제주 유레카,제주유레카,[],"[""POI01000TR024622V""]",제주특별자치도 제주시 어영길 20,제주특별자치도 제주시 용담삼동 1175-1,126.495401800000,33.518145000000,9,8,POI_CONFIRMED,UNMATCHED,NO_RELIABLE_CANDIDATE,,,0.0000,,,,,,,,[5729],1,false,TRANSPORT_TYPE:9
7041,하이 렌터카 제주본점,하이렌터카제주본점,[],"[""POI01000TR007829V""]",제주특별자치도 제주시 용해로 58-7,제주특별자치도 제주시 용담이동 920-6,126.502475700000,33.511763300000,12,8,POI_CONFIRMED,UNMATCHED,NO_RELIABLE_CANDIDATE,,,0.0000,,,,,,,,[7041],1,false,NON_TOURISM_KEYWORD:렌터카
181,KD 렌터카,kd렌터카,[],"[""POI01000000DC326W""]",제주특별자치도 제주시 일주서로 7667,제주특별자치도 제주시 이호이동 193,126.465473500000,33.494825200000,12,7,POI_CONFIRMED,UNMATCHED,NO_RELIABLE_CANDIDATE,,,0.0000,,,,,,,,[181],1,false,NON_TOURISM_KEYWORD:렌터카
3608,스타벅스 제주 송악산점,스타벅스제주송악산점,[],"[""POI01000TR011697V""]",제주특별자치도 서귀포시 대정읍 형제해안로 322,제주특별자치도 서귀포시 대정읍 상모리 133,126.289876800000,33.206712000000,11,7,POI_CONFIRMED,UNMATCHED,NO_RELIABLE_CANDIDATE,,,0.0000,,,,,,,,[3608],1,false,FRANCHISE:스타벅스
5600,제주시 버스터미널,제주시버스터미널,[],"[""POI01000TR026458V""]",제주특별자치도 제주시 서광로 174,제주특별자치도 제주시 오라일동 2441-1,126.514880400000,33.499725800000,9,7,POI_CONFIRMED,UNMATCHED,NO_RELIABLE_CANDIDATE,,,0.0000,,,,,,,,[5600],1,false,TRANSPORT_TYPE:9
5799,제주 타요 렌터카,제주타요렌터카,[],"[""POI010000006W1QH6""]",제주특별자치도 제주시 일주서로 7662,제주특별자치도 제주시 이호이동 200-4,126.464859200000,33.493931800000,12,7,POI_CONFIRMED,UNMATCHED,NO_RELIABLE_CANDIDATE,,,0.0000,,,,,,,,[5799],1,false,NON_TOURISM_KEYWORD:렌터카
6653,투썸플레이스 제주 애월 다인호텔점,투썸플레이스제주애월다인호텔점,"[""투썸플레이스 제주 애월 다인 호텔점""]","[""POI0100000078RS3X""]",제주특별자치도 제주시 애월읍 애월해안로 394,제주특별자치도 제주시 애월읍 고내리 84,126.350464100000,33.472523200000,11,7,POI_CONFIRMED,UNMATCHED,NO_RELIABLE_CANDIDATE,,,0.0000,,,,,,,,[6653],1,false,FRANCHISE:투썸플레이스
6750,퍼시픽 렌터카 제주지점,퍼시픽렌터카제주지점,[],"[""POI01000TR016758V""]",제주특별자치도 제주시 월성로4길 74-12,제주특별자치도 제주시 용담이동 1673-1,126.498444500000,33.499348400000,9,7,POI_CONFIRMED,UNMATCHED,NO_RELIABLE_CANDIDATE,,,0.0000,,,,,,,,[6750],1,false,TRANSPORT_TYPE:9
1892,맥도날드 탑동점,맥도날드탑동점,[],"[""POI01000TR009128V""]",제주특별자치도 제주시 임항로 17,제주특별자치도 제주시 건입동 1442,126.526661200000,33.516696900000,11,6,POI_CONFIRMED,UNMATCHED,NO_RELIABLE_CANDIDATE,,,0.0000,,,,,,,,[1892],1,false,FRANCHISE:맥도날드
1927,메가 MGC 커피 제주 함덕해수욕장점,메가mgc커피제주함덕해수욕장점,[],"[""POI01000TR038373V""]",제주특별자치도 제주시 조천읍 조함해안로 528,제주특별자치도 제주시 조천읍 함덕리 1004-29,126.669260400000,33.542519800000,11,6,POI_CONFIRMED,UNMATCHED,NO_RELIABLE_CANDIDATE,,,0.0000,,,,,,,,[1927],1,false,FRANCHISE:메가MGC커피
2435,보고타 렌터카,보고타렌터카,[],"[""POI01000TR008557V""]",제주특별자치도 제주시 일주서로 7863,제주특별자치도 제주시 연동 1987,126.486686300000,33.493928600000,12,6,POI_CONFIRMED,UNMATCHED,NO_RELIABLE_CANDIDATE,,,0.0000,,,,,,,,[2435],1,false,NON_TOURISM_KEYWORD:렌터카
3617,스타벅스 제주 일도 DT 점,스타벅스제주일도dt점,[],"[""POI01000TR011613V""]",제주특별자치도 제주시 동광로 130,제주특별자치도 제주시 일도이동 369-13,126.540815400000,33.507291600000,11,6,POI_CONFIRMED,UNMATCHED,NO_RELIABLE_CANDIDATE,,,0.0000,,,,,,,,[3617],1,false,FRANCHISE:스타벅스
3620,스타벅스 제주 한라수목원 DT 점,스타벅스제주한라수목원dt점,[],"[""POI02000TR000727V"", ""POI02000TR000728V"", ""POI02000TR000762V"", ""POI02000TR000782V"", ""POI02000TR000784V""]",제주특별자치도 제주시 수목원서길 3-5,제주특별자치도 제주시 노형동 117-1,126.484585900000,33.469019600000,11,6,NAME_ADDRESS,UNMATCHED,NO_RELIABLE_CANDIDATE,,,0.0000,,,,,,,,[3620],1,false,FRANCHISE:스타벅스
3799,썬 렌터카,썬렌터카,[],"[""POI01000000B34YIU""]",제주특별자치도 제주시 오일장중길 115,제주특별자치도 제주시 도두일동 1374-4,126.478320200000,33.499427600000,12,6,POI_CONFIRMED,UNMATCHED,NO_RELIABLE_CANDIDATE,,,0.0000,,,,,,,,[3799],1,false,NON_TOURISM_KEYWORD:렌터카
5466,제주 명품 렌터카,제주명품렌터카,[],"[""POI01000000DHLZNX""]",제주특별자치도 제주시 어영길 30,제주특별자치도 제주시 용담삼동 1181-5,126.496030400000,33.517774300000,12,6,POI_CONFIRMED,UNMATCHED,NO_RELIABLE_CANDIDATE,,,0.0000,,,,,,,,[5466],1,false,NON_TOURISM_KEYWORD:렌터카
5664,제주야 렌터카,제주야렌터카,[],"[""POI02000TR002074V"", ""POI02000TR004330V"", ""POI02000TR004331V""]",제주특별자치도 제주시 제성1길 75,제주특별자치도 제주시 도두일동 1175-1,126.478829800000,33.498421700000,12,6,NAME_ADDRESS,UNMATCHED,NO_RELIABLE_CANDIDATE,,,0.0000,,,,,,,,[5664],1,false,NON_TOURISM_KEYWORD:렌터카
5723,제주원 렌터카 본점,제주원렌터카본점,[],"[""POI01000TR007093V""]",제주특별자치도 제주시 용해로 58-7,제주특별자치도 제주시 용담2동 920-6,126.502476800000,33.511763300000,12,6,POI_CONFIRMED,UNMATCHED,NO_RELIABLE_CANDIDATE,,,0.0000,,,,,,,,[5723],1,false,NON_TOURISM_KEYWORD:렌터카
1425,동문공설시장 공영주차장,동문공설시장공영주차장,[],"[""POI01000TR017241V""]",,제주특별자치도 제주시 일도일동 1104,126.528597900000,33.512063800000,9,5,POI_CONFIRMED,UNMATCHED,NO_RELIABLE_CANDIDATE,,,0.0000,,,,,,,,[1425],1,false,TRANSPORT_TYPE:9
1677,롯데리아 제주 표선해변점,롯데리아제주표선해변점,[],"[""POI01000TR041970V""]",제주특별자치도 서귀포시 표선면 표선백사로 127,제주특별자치도 서귀포시 표선면 표선리 879,126.836601400000,33.326766900000,11,5,POI_CONFIRMED,UNMATCHED,NO_RELIABLE_CANDIDATE,,,0.0000,,,,,,,,[1677],1,false,FRANCHISE:롯데리아
2679,빽다방 제주 성산 일출봉점,빽다방제주성산일출봉점,[],"[""POI01000TR005334V""]",제주특별자치도 서귀포시 성산읍 일출로 280-4,제주특별자치도 서귀포시 성산읍 성산리 130-2,126.934887900000,33.462324700000,11,5,POI_CONFIRMED,UNMATCHED,NO_RELIABLE_CANDIDATE,,,0.0000,,,,,,,,[2679],1,false,FRANCHISE:빽다방
3587,스타 렌터카 반납 센터,스타렌터카반납센터,[],"[""POI01000000EG4O8Q""]",제주특별자치도 제주시 용문로 16,제주특별자치도 제주시 용담이동 1524,126.498051100000,33.504860900000,12,5,POI_CONFIRMED,UNMATCHED,NO_RELIABLE_CANDIDATE,,,0.0000,,,,,,,,[3587],1,false,NON_TOURISM_KEYWORD:렌터카
3616,스타벅스 제주 일도 DT 점,스타벅스제주일도dt점,[],"[""POI01000TR009112V""]",제주특별자치도 서귀포시 천제연로 95,제주특별자치도 서귀포시 색달동 2476-1,126.415865700000,33.255052300000,11,5,POI_CONFIRMED,UNMATCHED,NO_RELIABLE_CANDIDATE,,,0.0000,,,,,,,,[3616],1,false,FRANCHISE:스타벅스
4147,에스제이 렌터카,에스제이렌터카,[],"[""POI01000000B34XFQ""]",제주특별자치도 제주시 오일장중길 100,제주특별자치도 제주시 도두일동 1286-1,126.477006800000,33.498441100000,12,5,POI_CONFIRMED,UNMATCHED,NO_RELIABLE_CANDIDATE,,,0.0000,,,,,,,,[4147],1,false,NON_TOURISM_KEYWORD:렌터카
4630,우도 도하선 선착장,우도도하선선착장,[],"[""POI01000TR114233V""]",제주특별자치도 제주시 구좌읍 해맞이해안로 2274,제주특별자치도 제주시 구좌읍 종달리 478-10,126.911568000000,33.497100600000,9,5,POI_CONFIRMED,UNMATCHED,NO_RELIABLE_CANDIDATE,,,0.0000,,,,,,,,[4630],1,false,TRANSPORT_TYPE:9
5300,제주 국제공항 GATE1,제주국제공항gate1,[],"[""POI01000TR033047V""]",제주특별자치도 제주시 공항로 2,제주특별자치도 제주시 용담이동 2002,126.494118000000,33.506806800000,9,5,POI_CONFIRMED,UNMATCHED,NO_RELIABLE_CANDIDATE,,,0.0000,,,,,,,,[5300],1,false,TRANSPORT_TYPE:9
6573,탐앤탐스 김녕 아쿠아점,탐앤탐스김녕아쿠아점,[],"[""POI03000TR004349V""]",제주특별자치도 제주시 구좌읍 일주동로 1921,제주특별자치도 제주시 구좌읍 김녕리 4195,126.737105400000,33.555384900000,11,5,POI_CONFIRMED,UNMATCHED,NO_RELIABLE_CANDIDATE,,,0.0000,,,,,,,,[6573],1,false,FRANCHISE:탐앤탐스
6696,파리바게뜨 제주공항 탑승점,파리바게뜨제주공항탑승점,[],"[""POI01000TR024107V""]",제주특별자치도 제주시 공항로 2,제주특별자치도 제주시 용담이동 2002,126.492960700000,33.506693900000,11,5,POI_CONFIRMED,UNMATCHED,NO_RELIABLE_CANDIDATE,,,0.0000,,,,,,,,[6696],1,false,FRANCHISE:파리바게뜨
7107,한라산 렌터카,한라산렌터카,[],"[""POI01000TR023721V""]",제주특별자치도 제주시 오일장중길 27,제주특별자치도 제주시 도두일동 2205-2,126.470865100000,33.495823900000,12,5,POI_CONFIRMED,UNMATCHED,NO_RELIABLE_CANDIDATE,,,0.0000,,,,,,,,[7107],1,false,NON_TOURISM_KEYWORD:렌터카
7339,해피 렌터카,해피렌터카,[],"[""POI01000TR017755V""]",제주특별자치도 제주시 다호7길 28,제주특별자치도 제주시 용담2동 1942,126.492995800000,33.502882100000,12,5,POI_CONFIRMED,UNMATCHED,NO_RELIABLE_CANDIDATE,,,0.0000,,,,,,,,[7339],1,false,NON_TOURISM_KEYWORD:렌터카
7605,흑돼지 BBQ,흑돼지bbq,[],"[""POI01000TR003014V""]",제주특별자치도 서귀포시 태평로353번길 7,제주특별자치도 서귀포시 서귀동 314-11,126.559658800000,33.246827600000,11,5,POI_CONFIRMED,UNMATCHED,NO_RELIABLE_CANDIDATE,,,0.0000,,,,,,,,[7605],1,false,FRANCHISE:BBQ
4,11고지 휴게소,11고지휴게소,[],"[""POI01000000B9AIEM""]",제주특별자치도 서귀포시 1100로 1555,제주특별자치도 서귀포시 색달동 산 1-3,126.462420900000,33.357855400000,1,4,POI_CONFIRMED,UNMATCHED,NO_RELIABLE_CANDIDATE,,,0.0000,,,,,,,,[4],1,false,NON_TOURISM_KEYWORD:휴게소
120,CU 제주 협재점,cu제주협재점,[],"[""POI01000000DZA0ZH""]",제주특별자치도 제주시 한림읍 한림로 387-1,제주특별자치도 제주시 한림읍 협재리 1619,126.244013300000,33.397127000000,10,4,POI_CONFIRMED,UNMATCHED,NO_RELIABLE_CANDIDATE,,,0.0000,,,,,,,,[120],1,false,FRANCHISE:CU
621,금강 렌터카,금강렌터카,[],"[""POI02000TR004438V""]",제주특별자치도 제주시 용해로 101,제주특별자치도 제주시 용담이동 802,126.504715600000,33.508334500000,12,4,POI_CONFIRMED,UNMATCHED,NO_RELIABLE_CANDIDATE,,,0.0000,,,,,,,,[621],1,false,NON_TOURISM_KEYWORD:렌터카
3613,스타벅스 제주 외도 DT 점,스타벅스제주외도dt점,[],"[""POI01000TR039367V""]",제주특별자치도 제주시 일주서로 7300,제주특별자치도 제주시 외도일동 401-1,126.427071600000,33.492349100000,11,4,POI_CONFIRMED,UNMATCHED,NO_RELIABLE_CANDIDATE,,,0.0000,,,,,,,,[3613],1,false,FRANCHISE:스타벅스
3858,아리랑 렌터카,아리랑렌터카,[],"[""POI01000TR036759V""]",제주특별자치도 제주시 용마서길 34,제주특별자치도 제주시 용담삼동 970-3,126.502061400000,33.514942500000,9,4,POI_CONFIRMED,UNMATCHED,NO_RELIABLE_CANDIDATE,,,0.0000,,,,,,,,[3858],1,false,TRANSPORT_TYPE:9
4182,에이스 렌터카,에이스렌터카,[],"[""POI01000TR001687V""]",제주특별자치도 제주시 다호북길 150,제주특별자치도 제주시 도두이동 968-1,126.482288600000,33.503111900000,12,4,POI_CONFIRMED,UNMATCHED,NO_RELIABLE_CANDIDATE,,,0.0000,,,,,,,,[4182],1,false,NON_TOURISM_KEYWORD:렌터카
4587,용두암 렌터카,용두암렌터카,[],"[""POI01000TR015178V""]",제주특별자치도 제주시 용해로 80-8,제주특별자치도 제주시 용담이동 905-2,126.502515300000,33.510861900000,12,4,POI_CONFIRMED,UNMATCHED,NO_RELIABLE_CANDIDATE,,,0.0000,,,,,,,,[4587],1,false,NON_TOURISM_KEYWORD:렌터카
5301,제주 국제공항 GATE5,제주국제공항gate5,[],"[""POI01000TR028234V""]",,제주특별자치도 제주시 용담2동 2580-89,126.492653700000,33.506187700000,9,4,POI_CONFIRMED,UNMATCHED,NO_RELIABLE_CANDIDATE,,,0.0000,,,,,,,,[5301],1,false,TRANSPORT_TYPE:9
5409,제주동문재래시장 공영주차장,제주동문재래시장공영주차장,[],"[""POI01000000CD9VUJ""]",제주특별자치도 제주시 중앙로13길 16-8,제주특별자치도 제주시 이도일동 1330-5,126.526075300000,33.510828000000,4,4,POI_CONFIRMED,UNMATCHED,NO_RELIABLE_CANDIDATE,,,0.0000,,,,,,,,[5409],1,false,NON_TOURISM_KEYWORD:주차장
5526,제주사랑 렌터카,제주사랑렌터카,[],"[""POI01000TR011623V""]",제주특별자치도 제주시 연미길 103,제주특별자치도 제주시 연동 353-1,126.501906000000,33.485705000000,12,4,POI_CONFIRMED,UNMATCHED,NO_RELIABLE_CANDIDATE,,,0.0000,,,,,,,,[5526],1,false,NON_TOURISM_KEYWORD:렌터카
5656,제주 알프스 렌터카,제주알프스렌터카,[],"[""POI01000TR011339V""]",제주특별자치도 제주시 연미3길 4,제주특별자치도 제주시 오라이동 2093-1,126.506596600000,33.489614200000,12,4,POI_CONFIRMED,UNMATCHED,NO_RELIABLE_CANDIDATE,,,0.0000,,,,,,,,[5656],1,false,NON_TOURISM_KEYWORD:렌터카
5837,제주한라 렌터카,제주한라렌터카,[],"[""POI01000000EW2K3V""]",제주특별자치도 제주시 다호길 126,제주특별자치도 제주시 용담이동 1922-3,126.493909500000,33.502698300000,12,4,POI_CONFIRMED,UNMATCHED,NO_RELIABLE_CANDIDATE,,,0.0000,,,,,,,,[5837],1,false,NON_TOURISM_KEYWORD:렌터카
5944,종단항,종단항,[],"[""POI01000TR001873V""]",,제주특별자치도 제주시 구좌읍 종달리 484-10,126.909872800000,33.496327600000,9,4,POI_CONFIRMED,UNMATCHED,NO_RELIABLE_CANDIDATE,,,0.0000,,,,,,,,[5944],1,false,TRANSPORT_TYPE:9
6163,천진항 입구,천진항입구,[],"[""POI01000TR004312V""]",,제주특별자치도 제주시 우도면 연평리 1737-9,126.951271200000,33.492481100000,9,4,POI_CONFIRMED,UNMATCHED,NO_RELIABLE_CANDIDATE,,,0.0000,,,,,,,,[6163],1,false,TRANSPORT_TYPE:9
6264,카페 그라나다 주차장,카페그라나다주차장,[],"[""POI01000TR001799V""]",,제주특별자치도 제주시 이호일동 292-4,126.464218500000,33.499418800000,4,4,POI_CONFIRMED,UNMATCHED,NO_RELIABLE_CANDIDATE,,,0.0000,,,,,,,,[6264],1,false,NON_TOURISM_KEYWORD:주차장
163,GS25 함덕 골든 튤립점,gs25함덕골든튤립점,[],"[""POI01000000DZAE84""]",제주특별자치도 제주시 조천읍 조함해안로 504,제주특별자치도 제주시 조천읍 함덕리 1269-19,126.666901600000,33.542468400000,10,3,POI_CONFIRMED,UNMATCHED,NO_RELIABLE_CANDIDATE,,,0.0000,,,,,,,,[163],1,false,FRANCHISE:GS25
525,군산오름 주차장,군산오름주차장,"[""군산 오름 주차장""]","[""POI01000TR010591V""]",,제주특별자치도 서귀포시 안덕면 창천리 산 3-1,126.368535000000,33.252869900000,1,3,POI_CONFIRMED,UNMATCHED,NO_RELIABLE_CANDIDATE,,,0.0000,,,,,,,,[525],1,false,NON_TOURISM_KEYWORD:주차장
1193,더세이프 렌터카,더세이프렌터카,[],"[""POI03000TR003596V""]",제주특별자치도 제주시 용문로 88,제주특별자치도 제주시 용담이동 2739,126.505183600000,33.503443500000,9,3,POI_CONFIRMED,UNMATCHED,NO_RELIABLE_CANDIDATE,,,0.0000,,,,,,,,[1193],1,false,TRANSPORT_TYPE:9
1583,라인 렌터카,라인렌터카,[],"[""POI02001TR008771V""]",제주특별자치도 제주시 용문로 20,제주특별자치도 제주시 용담이동 1524-12,126.498397400000,33.504892100000,12,3,POI_CONFIRMED,UNMATCHED,NO_RELIABLE_CANDIDATE,,,0.0000,,,,,,,,[1583],1,false,NON_TOURISM_KEYWORD:렌터카
1886,맥도날드 제주 노형 DT 점,맥도날드제주노형dt점,"[""맥도날드 제주 노형 DT점""]","[""POI01000000B34SLR""]",제주특별자치도 제주시 노연로 7,제주특별자치도 제주시 노형동 903-5,126.480731400000,33.486339400000,11,3,POI_CONFIRMED,UNMATCHED,NO_RELIABLE_CANDIDATE,,,0.0000,,,,,,,,[1886],1,false,FRANCHISE:맥도날드
1953,메트로 렌터카,메트로렌터카,[],"[""POI02001TR010450V""]",제주특별자치도 제주시 억삼길 10,제주특별자치도 제주시 이호이동 168,126.467785600000,33.493302500000,10,3,POI_CONFIRMED,UNMATCHED,NO_RELIABLE_CANDIDATE,,,0.0000,,,,,,,,[1953],1,false,NON_TOURISM_KEYWORD:렌터카
2317,배스킨라빈스 제주 서귀포점,배스킨라빈스제주서귀포점,[],"[""POI01000000902FPB""]",제주특별자치도 서귀포시 중정로 60,제주특별자치도 서귀포시 서귀동 423-4,126.562755000000,33.247595000000,11,3,POI_CONFIRMED,UNMATCHED,NO_RELIABLE_CANDIDATE,,,0.0000,,,,,,,,[2317],1,false,FRANCHISE:배스킨라빈스
2345,버거킹 제주 노형점,버거킹제주노형점,[],"[""POI01000000BSCNJH""]",제주특별자치도 제주시 도령로 20,제주특별자치도 제주시 노형동 904-4,126.481584300000,33.486927200000,11,3,POI_CONFIRMED,UNMATCHED,NO_RELIABLE_CANDIDATE,,,0.0000,,,,,,,,[2345],1,false,FRANCHISE:버거킹
2576,블루 렌터카,블루렌터카,[],"[""POI02001TR013656V""]",제주특별자치도 제주시 용문로 20,제주특별자치도 제주시 용담이동 1524-12,126.498395300000,33.504885800000,12,3,POI_CONFIRMED,UNMATCHED,NO_RELIABLE_CANDIDATE,,,0.0000,,,,,,,,[2576],1,false,NON_TOURISM_KEYWORD:렌터카
3189,성산포항 여객선 터미널 주차장,성산포항여객선터미널주차장,[],"[""POI01000TR012576V"", ""POI03000TR006679V""]",,제주특별자치도 서귀포시 성산읍 성산리 357-1,126.934215600000,33.472298900000,9,3,NAME_ADDRESS,UNMATCHED,NO_RELIABLE_CANDIDATE,,,0.0000,,,,,,,,[3189],1,false,TRANSPORT_TYPE:9
3216,성판악 주차장,성판악주차장,[],"[""POI01000TR007275V""]",제주특별자치도 제주시 조천읍 516로 1865,제주특별자치도 제주시 조천읍 교래리 산 137-24,126.620022900000,33.384898400000,1,3,POI_CONFIRMED,UNMATCHED,NO_RELIABLE_CANDIDATE,,,0.0000,,,,,,,,[3216],1,false,NON_TOURISM_KEYWORD:주차장
3603,스타벅스 제주 서귀포 남원 DT점,스타벅스제주서귀포남원dt점,[],[],일주동로 7129,,,,11,3,NAME_ADDRESS,UNMATCHED,NO_RELIABLE_CANDIDATE,,,0.0000,,,,,,,,[3603],1,false,FRANCHISE:스타벅스
3609,스타벅스 제주 시청점,스타벅스제주시청점,[],"[""POI01000TR016588V""]",제주특별자치도 제주시 중앙로 215,제주특별자치도 제주시 이도2동 1176-86,126.529570200000,33.500448700000,11,3,POI_CONFIRMED,UNMATCHED,NO_RELIABLE_CANDIDATE,,,0.0000,,,,,,,,[3609],1,false,FRANCHISE:스타벅스
