aihub_place_id,aihub_place_name,aihub_normalized_name,aihub_aliases,aihub_poi_ids,aihub_road_address,aihub_lot_address,aihub_longitude,aihub_latitude,aihub_visit_area_type_code,aihub_visit_count,aihub_identity_method,match_status,match_method,name_similarity,distance_m,confidence_score,tourapi_content_id,tourapi_place_name,tourapi_address1,tourapi_address2,tourapi_longitude,tourapi_latitude,tourapi_rag_eligible,merged_aihub_place_ids,merged_aihub_place_count,merged_mapping_conflict,exclusion_reason
6158,천지연폭포 주차장,천지연폭포주차장,[],"[""POI01000TR027275V""]",제주특별자치도 서귀포시 남성중로 2-9,제주특별자치도 서귀포시 서홍동 680,126.560300200000,33.244091600000,1,2,POI_CONFIRMED,REVIEW,FUZZY_NAME_REVIEW,0.7692,99.98,0.7760,126438,천지연폭포,제주특별자치도 서귀포시 서홍동 666-1,,126.559561883000,33.244745214700,1,[6158],1,false,NON_TOURISM_KEYWORD:주차장
7135,한림민속 오일 시장 공영주차장,한림민속오일시장공영주차장,"[""한림민속 오일시장 공영주차장""]","[""POI02001TR032004V""]",제주특별자치도 제주시 한림읍 한수풀로4길 10,제주특별자치도 제주시 한림읍 대림리 1698-4,126.273869900000,33.420487900000,4,2,POI_CONFIRMED,REVIEW,FUZZY_NAME_REVIEW,0.7619,98.92,0.8508,993224,한림민속오일시장,제주특별자치도 제주시 한림읍 한수풀로4길 10,,126.274560481600,33.419810258800,1,[7135],1,false,NON_TOURISM_KEYWORD:주차장
66,CU 삼양해수욕장점,cu삼양해수욕장점,[],"[""POI03000TR022522V""]",제주특별자치도 제주시 선사로8길 10,제주특별자치도 제주시 삼양일동 1657-7,126.586916900000,33.525285600000,10,1,UNIQUE_VISIT,REVIEW,FUZZY_NAME_REVIEW,0.8000,156.30,0.7752,129401,삼양해수욕장,제주특별자치도 제주시 삼양이동,,126.585256079500,33.525528481900,1,[66],1,false,FRANCHISE:CU
106,CU 제주 애월 한 담점,cu제주애월한담점,[],[],애월로37,,,,10,1,UNIQUE_VISIT,REVIEW,EXACT_NAME_REVIEW,1.0000,,0.7800,4009600,CU 제주애월한담점,제주특별자치도 제주시 애월읍 애월로 37,,126.312270179629,33.462176154695,1,[106],1,false,FRANCHISE:CU
2048,목화휴게소,목화휴게소,[],"[""POI01000000AQ2OF1""]",,,126.313012000000,33.463579000000,9,1,UNIQUE_VISIT,REVIEW,EXACT_NAME_REVIEW,1.0000,54639.66,0.7800,2845297,목화휴게소,제주특별자치도 서귀포시 성산읍 해맞이해안로 2526,,126.901693505600,33.481810631400,1,[2048],1,false,TRANSPORT_TYPE:9
2776,산방산 탄산온천 주차장,산방산탄산온천주차장,[],"[""POI01000TR028839V""]",제주특별자치도 서귀포시 안덕면 사계북로41번길 172,제주특별자치도 서귀포시 안덕면 사계리 966-2,126.299163900000,33.248260700000,12,1,UNIQUE_VISIT,REVIEW,FUZZY_NAME_REVIEW,0.8235,80.71,0.8268,128555,제주 산방산탄산온천,제주특별자치도 서귀포시 안덕면 사계북로41번길 192,,126.298837026576,33.248933079563,1,[2776],1,false,NON_TOURISM_KEYWORD:주차장
4936,이마트 서귀포점 주차장,이마트서귀포점주차장,[],"[""POI01000000B9G422""]",제주특별자치도 서귀포시 일주동로 9209,제주특별자치도 서귀포시 법환동 841-2,126.507918600000,33.248248400000,10,1,UNIQUE_VISIT,REVIEW,FUZZY_NAME_REVIEW,0.8235,111.92,0.8931,2910854,이마트 서귀포점,제주특별자치도 서귀포시 일주동로 9209 (법환동),,126.509117350341,33.248338026156,1,[4936],1,false,NON_TOURISM_KEYWORD:주차장
5250,제주 4.3평화공원 주차장 ,제주43평화공원주차장,[],"[""POI03000TR024698V""]",제주특별자치도 제주시 명림로 430,제주특별자치도 제주시 봉개동 237-2,126.619761100000,33.452878800000,12,1,UNIQUE_VISIT,REVIEW,FUZZY_NAME_REVIEW,0.8421,384.15,0.7878,1907801,제주4·3평화공원,제주특별자치도 제주시 명림로 430,,126.617760534200,33.449854041400,1,[5250],1,false,NON_TOURISM_KEYWORD:주차장
5848,제주항공 우주호텔 정류장,제주항공우주호텔정류장,[],[],제주특별자치도 서귀포시 안덕면 녹차분재로 216,,,,9,1,UNIQUE_VISIT,REVIEW,FUZZY_NAME_REVIEW,0.8421,,0.7368,2847272,제주 항공우주 호텔,제주특별자치도 서귀포시 안덕면 녹차분재로 216,,126.294582550000,33.302391469300,1,[5848],1,false,TRANSPORT_TYPE:9
5298,제주 국제공항,제주국제공항,"[""제주 국제공항 GATE2"", ""제주 국제공항 GATE3""]","[""POI01000TR024286V""]",제주특별자치도 제주시 공항로 2,제주특별자치도 제주시 용담2동 2002,126.492769000000,33.507079000000,9,1920,POI_CONFIRMED,UNMATCHED,NO_RELIABLE_CANDIDATE,,,0.0000,,,,,,,,[5298],1,false,TRANSPORT_TYPE:9
3186,성산포항,성산포항,[],"[""POI01000TR003319V""]",,제주특별자치도 서귀포시 성산읍 성산리,126.933293800000,33.473459700000,9,82,POI_CONFIRMED,UNMATCHED,NO_RELIABLE_CANDIDATE,,,0.0000,,,,,,,,[3186],1,false,TRANSPORT_TYPE:9
1675,롯데 렌터카 제주오토하우스지점,롯데렌터카제주오토하우스지점,"[""롯데 렌터카 제주 오토 하우스 지점""]","[""POI01000TR029586V""]",제주특별자치도 제주시 용해로 92,제주특별자치도 제주시 용담이동 855,126.502980500000,33.509119200000,9,64,POI_CONFIRMED,UNMATCHED,NO_RELIABLE_CANDIDATE,,,0.0000,,,,,,,,[1675],1,false,TRANSPORT_TYPE:9
5304,제주 국제공항 국내선 출발 3번 게이트,제주국제공항국내선출발3번게이트,[],"[""POI01000TR017851V""]",제주특별자치도 제주시 공항로 2,제주특별자치도 제주시 용담2동 2002,126.492948300000,33.506596400000,9,62,POI_CONFIRMED,UNMATCHED,NO_RELIABLE_CANDIDATE,,,0.0000,,,,,,,,[5304],1,false,TRANSPORT_TYPE:9
2654,빌리가,빌리가,[],"[""POI01000TR037871V""]",제주특별자치도 제주시 덕지2길 6,제주특별자치도 제주시 이호일동 1903-1,126.449765500000,33.494049600000,9,57,POI_CONFIRMED,UNMATCHED,NO_RELIABLE_CANDIDATE,,,0.0000,,,,,,,,[2654],1,false,TRANSPORT_TYPE:9
199,SK 렌터카 제주지점,sk렌터카제주지점,[],"[""POI01000TR021501V""]",제주특별자치도 제주시 용문로 62,제주특별자치도 제주시 용담이동 723,126.502173300000,33.504041800000,12,41,POI_CONFIRMED,UNMATCHED,NO_RELIABLE_CANDIDATE,,,0.0000,,,,,,,,[199],1,false,NON_TOURISM_KEYWORD:렌터카
3621,스타벅스 제주 함덕점,스타벅스제주함덕점,"[""스타벅스 제주함덕점""]","[""POI01000TR030543V""]",제주특별자치도 제주시 조천읍 조함해안로 522,제주특별자치도 제주시 조천읍 함덕리 1004-27,126.668569200000,33.542511600000,11,41,POI_CONFIRMED,UNMATCHED,NO_RELIABLE_CANDIDATE,,,0.0000,,,,,,,,[3621],1,false,FRANCHISE:스타벅스
5436,제주로 렌터카,제주로렌터카,"[""제주 공항 렌터카 본사"", ""제주공항 렌터카 본사""]","[""POI010000006W34PU"", ""POI01000000CJ2JLX"", ""POI02001TR025750V""]",제주특별자치도 제주시 오일장중길 128,제주특별자치도 제주시 도두이동 1106-1,126.480017400000,33.499767400000,12,41,NAME_COORDINATE,UNMATCHED,NO_RELIABLE_CANDIDATE,,,0.0000,,,,,,,,[5436],1,false,NON_TOURISM_KEYWORD:렌터카
3606,스타벅스 제주 서해안로 DT점 주차장,스타벅스제주서해안로dt점주차장,"[""스타벅스 제주 서해안로 DT점""]","[""POI01000TR023178V""]",제주특별자치도 제주시 서해안로 624,제주특별자치도 제주시 용담삼동 1020-1,126.503562600000,33.516683100000,11,38,POI_CONFIRMED,UNMATCHED,NO_RELIABLE_CANDIDATE,,,0.0000,,,,,,,,[3606],1,false,NON_TOURISM_KEYWORD:주차장
7033,하우 목동 하이,하우목동하이,"[""하우 목동 하이 매표소""]","[""POI01000TR024958V""]",제주특별자치도 제주시 우도면 우도해안길 352,제주특별자치도 제주시 우도면 연평리 2395-3,126.942931200000,33.509481800000,9,35,POI_CONFIRMED,UNMATCHED,NO_RELIABLE_CANDIDATE,,,0.0000,,,,,,,,[7033],1,false,TRANSPORT_TYPE:9
3622,스타벅스 제주 협재점,스타벅스제주협재점,[],"[""POI01000TR031840V""]",제주특별자치도 제주시 한림읍 한림로 337,제주특별자치도 제주시 한림읍 협재리 2445-1,126.240413800000,33.393760200000,11,33,POI_CONFIRMED,UNMATCHED,NO_RELIABLE_CANDIDATE,,,0.0000,,,,,,,,[3622],1,false,FRANCHISE:스타벅스
5870,제주현대 렌터카,제주현대렌터카,[],"[""POI010000006W0UJB""]",제주특별자치도 제주시 어영길 30,제주특별자치도 제주시 용담삼동 1181-5,126.496021800000,33.517777900000,12,32,POI_CONFIRMED,UNMATCHED,NO_RELIABLE_CANDIDATE,,,0.0000,,,,,,,,[5870],1,false,NON_TOURISM_KEYWORD:렌터카
5966,좋아 렌터카,좋아렌터카,[],"[""POI01000TR007920V""]",제주특별자치도 제주시 오일장서길 63,제주특별자치도 제주시 도두일동 2246-1,126.471968700000,33.497139500000,12,32,POI_CONFIRMED,UNMATCHED,NO_RELIABLE_CANDIDATE,,,0.0000,,,,,,,,[5966],1,false,NON_TOURISM_KEYWORD:렌터카
3607,스타벅스 제주 성산 DT 점,스타벅스제주성산dt점,"[""스타벅스 제주 성산 DT점""]","[""POI01000TR027724V""]",제주특별자치도 서귀포시 성산읍 일출로 80,제주특별자치도 서귀포시 성산읍 고성리 238,126.920676500000,33.449693000000,11,29,POI_CONFIRMED,UNMATCHED,NO_RELIABLE_CANDIDATE,,,0.0000,,,,,,,,[3607],1,false,FRANCHISE:스타벅스
5850,제주항 연안여객터미널,제주항연안여객터미널,[],"[""POI010000006VWI9K""]",제주특별자치도 제주시 임항로 111,제주특별자치도 제주시 건입동 918-30,126.535002500000,33.519592900000,9,29,POI_CONFIRMED,UNMATCHED,NO_RELIABLE_CANDIDATE,,,0.0000,,,,,,,,[5850],1,false,TRANSPORT_TYPE:9
3611,스타벅스 제주 애월 DT 점,스타벅스제주애월dt점,"[""스타벅스 제주 애월 DT점""]","[""POI01000TR000492V""]",제주특별자치도 제주시 애월읍 애월해안로 376,제주특별자치도 제주시 애월읍 고내리 340,126.348763700000,33.472752500000,11,27,POI_CONFIRMED,UNMATCHED,NO_RELIABLE_CANDIDATE,,,0.0000,,,,,,,,[3611],1,false,FRANCHISE:스타벅스
3614,스타벅스 제주 용담 DT 점,스타벅스제주용담dt점,"[""스타벅스 제주 용담 DT점""]","[""POI01000TR027097V""]",제주특별자치도 제주시 서해안로 380,제주특별자치도 제주시 용담삼동 2572-4,126.484480100000,33.512486700000,11,27,POI_CONFIRMED,UNMATCHED,NO_RELIABLE_CANDIDATE,,,0.0000,,,,,,,,[3614],1,false,FRANCHISE:스타벅스
3804,쏘카 존 제주공항,쏘카존제주공항,[],"[""POI01000TR040409V""]",제주특별자치도 제주시 일주서로 7907,제주특별자치도 제주시 도두이동 162-4,126.491416500000,33.494148200000,9,26,POI_CONFIRMED,UNMATCHED,NO_RELIABLE_CANDIDATE,,,0.0000,,,,,,,,[3804],1,false,TRANSPORT_TYPE:9
3188,성산포항 여객선 터미널,성산포항여객선터미널,[],"[""POI010000006VS8UR"", ""POI01000TR114499V""]",제주특별자치도 서귀포시 성산읍 성산등용로 130-21,제주특별자치도 서귀포시 성산읍 성산리 347-9,126.934890700000,33.472966400000,9,24,NAME_ADDRESS,UNMATCHED,NO_RELIABLE_CANDIDATE,,,0.0000,,,,,,,,[3188],1,false,TRANSPORT_TYPE:9
5679,제주 에인절 렌터카,제주에인절렌터카,[],"[""POI01000000BTIS5F""]",제주특별자치도 제주시 도령로 171-1,제주특별자치도 제주시 용담2동 1815,126.492952000000,33.496368800000,12,24,POI_CONFIRMED,UNMATCHED,NO_RELIABLE_CANDIDATE,,,0.0000,,,,,,,,[5679],1,false,NON_TOURISM_KEYWORD:렌터카
3191,성산포항 종합여객터미널 도하선 선착장,성산포항종합여객터미널도하선선착장,[],"[""POI01000TR040286V""]",제주특별자치도 서귀포시 성산읍 성산등용로 112-7,제주특별자치도 서귀포시 성산읍 성산리 347-9,126.933689800000,33.473420200000,9,23,POI_CONFIRMED,UNMATCHED,NO_RELIABLE_CANDIDATE,,,0.0000,,,,,,,,[3191],1,false,TRANSPORT_TYPE:9
6694,파리바게뜨 제주공항 렌터카 하우스점,파리바게뜨제주공항렌터카하우스점,[],"[""POI01000TR019029V""]",,제주특별자치도 제주시 용담이동 1999-8,126.491949900000,33.504697200000,11,23,POI_CONFIRMED,UNMATCHED,NO_RELIABLE_CANDIDATE,,,0.0000,,,,,,,,[6694],1,false,NON_TOURISM_KEYWORD:렌터카
2671,빽다방 베이커리 제주사수점,빽다방베이커리제주사수점,"[""빽다방 베이커리 제주서수점""]","[""POI01000TR003472V""]",제주특별자치도 제주시 서해안로 291-5,제주특별자치도 제주시 도두이동 1679,126.476651100000,33.509249700000,11,22,POI_CONFIRMED,UNMATCHED,NO_RELIABLE_CANDIDATE,,,0.0000,,,,,,,,[2671],1,false,FRANCHISE:빽다방
6563,탐라 렌터카,탐라렌터카,[],"[""POI01000TR041557V""]",제주특별자치도 제주시 공항로 5,제주특별자치도 제주시 용담2동 1588-2,126.496829100000,33.504762200000,12,22,POI_CONFIRMED,UNMATCHED,NO_RELIABLE_CANDIDATE,,,0.0000,,,,,,,,[6563],1,false,NON_TOURISM_KEYWORD:렌터카
6745,퍼스트 렌터카,퍼스트렌터카,[],"[""POI01000TR026656V""]",제주특별자치도 제주시 다호북길 111,제주특별자치도 제주시 도두이동 414-5,126.486526900000,33.502693200000,9,22,POI_CONFIRMED,UNMATCHED,NO_RELIABLE_CANDIDATE,,,0.0000,,,,,,,,[6745],1,false,TRANSPORT_TYPE:9
3618,스타벅스 제주 중문점,스타벅스제주중문점,[],"[""POI01000TR002780V""]",제주특별자치도 서귀포시 중문관광로110번길 32,제주특별자치도 서귀포시 색달동 2864-2,126.412682600000,33.251237000000,11,21,POI_CONFIRMED,UNMATCHED,NO_RELIABLE_CANDIDATE,,,0.0000,,,,,,,,[3618],1,false,FRANCHISE:스타벅스
6739,패밀리 렌터카,패밀리렌터카,"[""패밀리 렌터카 본사""]","[""POI01000TR015334V""]",제주특별자치도 제주시 제성1길 67,제주특별자치도 제주시 도두일동 1168,126.480077100000,33.497877000000,9,21,POI_CONFIRMED,UNMATCHED,NO_RELIABLE_CANDIDATE,,,0.0000,,,,,,,,[6739],1,false,TRANSPORT_TYPE:9
1642,로그인 렌터카,로그인렌터카,[],"[""POI01000000EWBP39""]",제주특별자치도 제주시 다호북길 111,제주특별자치도 제주시 도두이동 414-5,126.486544100000,33.502689600000,12,20,POI_CONFIRMED,UNMATCHED,NO_RELIABLE_CANDIDATE,,,0.0000,,,,,,,,[1642],1,false,NON_TOURISM_KEYWORD:렌터카
3619,스타벅스 제주 칠성점,스타벅스제주칠성점,[],"[""POI01000TR041034V""]",제주특별자치도 제주시 관덕로 55,제주특별자치도 제주시 일도1동 1461-1,126.525228800000,33.513287800000,11,20,POI_CONFIRMED,UNMATCHED,NO_RELIABLE_CANDIDATE,,,0.0000,,,,,,,,[3619],1,false,FRANCHISE:스타벅스
5302,제주 국제공항 JDC 면세점,제주국제공항jdc면세점,[],"[""POI01000TR026912V""]",제주특별자치도 제주시 공항로 2,제주특별자치도 제주시 용담2동 2002,126.492894500000,33.506967700000,9,20,POI_CONFIRMED,UNMATCHED,NO_RELIABLE_CANDIDATE,,,0.0000,,,,,,,,[5302],1,false,TRANSPORT_TYPE:9
2096,무지개 렌터카,무지개렌터카,[],"[""POI01000TR023653V""]",제주특별자치도 제주시 제성1길 28,제주특별자치도 제주시 도두이동 1157-5,126.482709500000,33.496034400000,12,19,POI_CONFIRMED,UNMATCHED,NO_RELIABLE_CANDIDATE,,,0.0000,,,,,,,,[2096],1,false,NON_TOURISM_KEYWORD:렌터카
5343,제주다움 렌터카,제주다움렌터카,[],"[""POI02001TR026104V""]",제주특별자치도 제주시 제성1길 75,제주특별자치도 제주시 도두일동 1175-1,126.478829800000,33.498421700000,12,18,POI_CONFIRMED,UNMATCHED,NO_RELIABLE_CANDIDATE,,,0.0000,,,,,,,,[5343],1,false,NON_TOURISM_KEYWORD:렌터카
5700,제주 오케이 렌터카,제주오케이렌터카,[],"[""POI01000TR038302V""]",제주특별자치도 제주시 용문로 64,제주특별자치도 제주시 용담이동 737,126.503021400000,33.503658400000,12,18,POI_CONFIRMED,UNMATCHED,NO_RELIABLE_CANDIDATE,,,0.0000,,,,,,,,[5700],1,false,NON_TOURISM_KEYWORD:렌터카
6671,특별한 렌터카,특별한렌터카,[],"[""POI01000TR036296V""]",제주특별자치도 제주시 공항로1길 40-8,제주특별자치도 제주시 용담이동 726,126.500244100000,33.503034100000,12,17,POI_CONFIRMED,UNMATCHED,NO_RELIABLE_CANDIDATE,,,0.0000,,,,,,,,[6671],1,false,NON_TOURISM_KEYWORD:렌터카
1616,레드캡 렌터카 제주지점,레드캡렌터카제주지점,[],"[""POI01000000B34WKU""]",제주특별자치도 제주시 다호길 130,제주특별자치도 제주시 용담2동 1959-1,126.493730400000,33.503148400000,12,15,POI_CONFIRMED,UNMATCHED,NO_RELIABLE_CANDIDATE,,,0.0000,,,,,,,,[1616],1,false,NON_TOURISM_KEYWORD:렌터카
3593,스타벅스 서귀포올레점,스타벅스서귀포올레점,[],"[""POI01000TR000680V""]",제주특별자치도 서귀포시 중정로 69,제주특별자치도 서귀포시 서귀동 274-6,126.563717400000,33.248272800000,11,15,POI_CONFIRMED,UNMATCHED,NO_RELIABLE_CANDIDATE,,,0.0000,,,,,,,,[3593],1,false,FRANCHISE:스타벅스
3594,스타벅스 성산 일출봉점,스타벅스성산일출봉점,[],"[""POI01000TR001680V""]",제주특별자치도 서귀포시 성산읍 일출로 284-5,제주특별자치도 서귀포시 성산읍 성산리 109-11,126.935489900000,33.462868700000,11,15,POI_CONFIRMED,UNMATCHED,NO_RELIABLE_CANDIDATE,,,0.0000,,,,,,,,[3594],1,false,FRANCHISE:스타벅스
2682,빽다방 제주 함덕점,빽다방제주함덕점,"[""빽다방 제주함덕점""]","[""POI01000000EG5R0M"", ""POI01000TR026651V""]",제주특별자치도 제주시 조천읍 조함해안로 450,제주특별자치도 제주시 조천읍 함덕리 1025,126.662179400000,33.545188300000,11,13,NAME_ADDRESS,UNMATCHED,NO_RELIABLE_CANDIDATE,,,0.0000,,,,,,,,[2682],1,false,FRANCHISE:빽다방
3610,스타벅스 제주신화월드 R 점,스타벅스제주신화월드r점,[],"[""POI01000TR028894V""]",제주특별자치도 서귀포시 안덕면 신화역사로304번길 38,제주특별자치도 서귀포시 안덕면 서광리 산 24,126.316388400000,33.305809000000,11,13,POI_CONFIRMED,UNMATCHED,NO_RELIABLE_CANDIDATE,,,0.0000,,,,,,,,[3610],1,false,FRANCHISE:스타벅스
1634,레츠고 렌터카,레츠고렌터카,[],"[""POI01000TR018643V""]",제주특별자치도 제주시 용해로 50,제주특별자치도 제주시 용담2동 941-8,126.502629700000,33.512683500000,12,12,POI_CONFIRMED,UNMATCHED,NO_RELIABLE_CANDIDATE,,,0.0000,,,,,,,,[1634],1,false,NON_TOURISM_KEYWORD:렌터카
4284,예스 렌터카,예스렌터카,[],"[""POI01000TR025146V""]",제주특별자치도 제주시 오일장중길 117,제주특별자치도 제주시 도두일동 1376-1,126.478355900000,33.499924500000,12,12,POI_CONFIRMED,UNMATCHED,NO_RELIABLE_CANDIDATE,,,0.0000,,,,,,,,[4284],1,false,NON_TOURISM_KEYWORD:렌터카
6695,파리바게뜨 제주공항점,파리바게뜨제주공항점,[],"[""POI01000TR028936V""]",제주특별자치도 제주시 공항로 2,제주특별자치도 제주시 용담이동 2002,126.492996000000,33.506731900000,11,12,POI_CONFIRMED,UNMATCHED,NO_RELIABLE_CANDIDATE,,,0.0000,,,,,,,,[6695],1,false,FRANCHISE:파리바게뜨
6821,폴바셋 제주 용담 DT 점,폴바셋제주용담dt점,"[""폴 바셋 제주 용담 DT점""]","[""POI01000TR016935V""]",제주특별자치도 제주시 서해안로 442-1,제주특별자치도 제주시 용담삼동 2400-10,126.487278300000,33.517429100000,11,12,POI_CONFIRMED,UNMATCHED,NO_RELIABLE_CANDIDATE,,,0.0000,,,,,,,,[6821],1,false,FRANCHISE:폴바셋
3154,성산 본죽 칼국수 성산점,성산본죽칼국수성산점,[],"[""POI01000TR006018V""]",제주특별자치도 서귀포시 성산읍 해맞이해안로 2725,제주특별자치도 서귀포시 성산읍 오조리 391,126.917108500000,33.471682700000,11,11,POI_CONFIRMED,UNMATCHED,NO_RELIABLE_CANDIDATE,,,0.0000,,,,,,,,[3154],1,false,FRANCHISE:본죽
3187,성산포항 공영주차장,성산포항공영주차장,[],"[""POI01000TR006927V""]",,제주특별자치도 서귀포시 성산읍 성산리 347-9,126.932987000000,33.472352300000,9,11,POI_CONFIRMED,UNMATCHED,NO_RELIABLE_CANDIDATE,,,0.0000,,,,,,,,[3187],1,false,TRANSPORT_TYPE:9
3589,스타벅스 서귀포 DT점,스타벅스서귀포dt점,"[""스타벅스 서귀포 DT""]","[""POI01000TR015685V""]",제주특별자치도 서귀포시 일주서로 11,제주특별자치도 서귀포시 강정동 231-6,126.506712800000,33.249527600000,11,11,POI_CONFIRMED,UNMATCHED,NO_RELIABLE_CANDIDATE,,,0.0000,,,,,,,,[3589],1,false,FRANCHISE:스타벅스
5284,제주공항 렌터카,제주공항렌터카,[],"[""POI01000TR030519V""]",제주특별자치도 제주시 용화로 1,제주특별자치도 제주시 용담이동 883-4,126.503639000000,33.510094600000,9,11,POI_CONFIRMED,UNMATCHED,NO_RELIABLE_CANDIDATE,,,0.0000,,,,,,,,[5284],1,false,TRANSPORT_TYPE:9
6655,투썸플레이스 제주 애월 한담점,투썸플레이스제주애월한담점,"[""투썸플레이스 제주 애월 한 담점"", ""투썸플레이스 제주애월한담점""]","[""POI01000TR036463V""]",제주특별자치도 제주시 애월읍 애월로1길 19,제주특별자치도 제주시 애월읍 애월리 2489,126.310767800000,33.461989300000,11,11,POI_CONFIRMED,UNMATCHED,NO_RELIABLE_CANDIDATE,,,0.0000,,,,,,,,[6655],1,false,FRANCHISE:투썸플레이스
3196,성산항 입구,성산항입구,[],"[""POI01000TR026327V""]",,제주특별자치도 서귀포시 성산읍 성산리,126.928878100000,33.468794100000,9,10,POI_CONFIRMED,UNMATCHED,NO_RELIABLE_CANDIDATE,,,0.0000,,,,,,,,[3196],1,false,TRANSPORT_TYPE:9
