aihub_place_id,aihub_place_name,aihub_normalized_name,aihub_aliases,aihub_poi_ids,aihub_road_address,aihub_lot_address,aihub_longitude,aihub_latitude,aihub_visit_area_type_code,aihub_visit_count,aihub_identity_method,match_status,match_method,name_similarity,distance_m,confidence_score,tourapi_content_id,tourapi_place_name,tourapi_address1,tourapi_address2,tourapi_longitude,tourapi_latitude,tourapi_rag_eligible
3850,아르떼 뮤지엄 제주,아르떼뮤지엄제주,[],"[""POI01000TR038231V""]",제주특별자치도 제주시 애월읍 어림비로 478,제주특별자치도 제주시 애월읍 어음리 1503,126.345010600000,33.396700500000,3,88,POI_CONFIRMED,MATCHED,EXACT_NAME_ADDRESS,1.0000,3.22,1.0000,2714241,아르떼뮤지엄 제주,제주특별자치도 제주시 애월읍 어림비로 478,,126.344976644835,33.396694400576,1
3867,아베베 베이커리,아베베베이커리,"[""아베베베이커리""]","[""POI01000TR031429V""]",제주특별자치도 제주시 동문로6길 4,제주특별자치도 제주시 일도일동 1136-2,126.528790600000,33.512655100000,11,82,POI_CONFIRMED,MATCHED,EXACT_NAME_COORD,1.0000,3.47,0.9985,2899545,아베베베이커리,제주특별자치도 제주시 동문로6길 4,동문시장 12번 게이트 옆,126.528802945300,33.512684558200,1
5407,제주동문재래시장,제주동문재래시장,[],"[""POI01000TR030821V""]",제주특별자치도 제주시 관덕로14길 20,제주특별자치도 제주시 이도일동 1436-7,126.526017400000,33.511585100000,4,81,POI_CONFIRMED,MATCHED,EXACT_NAME_ADDRESS,1.0000,4.59,1.0000,1013246,동문재래시장,제주특별자치도 제주시 관덕로14길 20,,126.526058764600,33.511562416200,1
2713,사계해변,사계해변,[],"[""POI01000TR002220V""]",,제주특별자치도 서귀포시 안덕면 사계리,126.308597900000,33.228658300000,1,80,POI_CONFIRMED,MATCHED,EXACT_NAME_COORD,1.0000,52.89,0.9767,2715650,사계해변,제주특별자치도 서귀포시 안덕면 사계리,2147-35,126.308439584200,33.228201415800,1
4599,용머리해안,용머리해안,[],"[""POI01000TR000406V""]",,제주특별자치도 서귀포시 안덕면 사계리,126.314736600000,33.231656800000,1,77,POI_CONFIRMED,MATCHED,EXACT_NAME_COORD,1.0000,34.14,0.9850,228854,용머리해안,제주특별자치도 서귀포시 안덕면 사계리,112-3,126.315100000000,33.231700000000,1
4585,용두암,용두암,[],"[""POI01000TR032397V""]",제주특별자치도 제주시 용두암길 15,제주특별자치도 제주시 용담2동 483,126.511957100000,33.516110600000,1,73,POI_CONFIRMED,MATCHED,EXACT_NAME_ADDRESS,1.0000,156.44,1.0000,228853,용두암,제주특별자치도 제주시 용두암길 15 (용담이동),,126.512509869700,33.514781288400,1
6004,중문색달해수욕장,중문색달해수욕장,[],"[""POI01000TR015893V""]",,제주특별자치도 서귀포시 색달동 3039,126.411498700000,33.245038200000,1,71,POI_CONFIRMED,MATCHED,EXACT_NAME_COORD,1.0000,51.03,0.9775,126449,중문색달해수욕장,제주특별자치도 서귀포시 색달동,,126.411210839700,33.245428906600,1
3909,아쿠아 플라넷 제주,아쿠아플라넷제주,"[""아쿠아플라넷 제주""]","[""POI01000TR036273V""]",제주특별자치도 서귀포시 성산읍 섭지코지로 95,제주특별자치도 서귀포시 성산읍 고성리 127-3,126.927845900000,33.433068000000,3,70,POI_CONFIRMED,MATCHED,EXACT_NAME_ADDRESS,1.0000,26.14,1.0000,2048059,아쿠아플라넷 제주,제주특별자치도 서귀포시 성산읍 섭지코지로 95,,126.927859033900,33.432833132500,1
2624,비자림,비자림,[],"[""POI01000TR017051V""]",제주특별자치도 제주시 구좌읍 비자숲길 55,제주특별자치도 제주시 구좌읍 평대리 3161-1,126.809987500000,33.490408400000,1,69,POI_CONFIRMED,MATCHED,EXACT_NAME_ADDRESS,1.0000,520.52,0.9900,126472,비자림,제주특별자치도 제주시 구좌읍 비자숲길 55,,126.807476059400,33.486221960800,1
2600,비밀의 숲,비밀의숲,[],"[""POI01000TR009384V""]",,제주특별자치도 제주시 구좌읍 송당리 2173,126.754929900000,33.453615500000,1,68,POI_CONFIRMED,MATCHED,EXACT_NAME_ADDRESS,1.0000,37.32,1.0000,2779449,비밀의 숲,제주특별자치도 제주시 구좌읍 송당리 2173,,126.755281844500,33.453778034300,1
3562,스누피가든,스누피가든,[],"[""POI01000TR038324V""]",제주특별자치도 제주시 구좌읍 금백조로 916,제주특별자치도 제주시 구좌읍 송당리 2303-1,126.779667500000,33.443359200000,3,67,POI_CONFIRMED,MATCHED,EXACT_NAME_COORD,1.0000,98.59,0.9700,2714222,스누피가든,제주특별자치도 제주시 구좌읍 금백조로 930,,126.778605010082,33.443371648868,1
3415,쇠소깍,쇠소깍,[],"[""POI01000TR004036V""]",제주특별자치도 서귀포시 쇠소깍로 104,제주특별자치도 서귀포시 하효동 990-1,126.622405100000,33.254246100000,1,63,POI_CONFIRMED,MATCHED,EXACT_NAME_ADDRESS,1.0000,3.48,1.0000,129617,쇠소깍,제주특별자치도 서귀포시 쇠소깍로 104 (하효동),,126.622417334200,33.254275717000,1
5179,정방폭포,정방폭포,[],"[""POI01000000631PNI""]",,제주특별자치도 서귀포시 서귀동,126.571526300000,33.244908900000,1,62,POI_CONFIRMED,MATCHED,EXACT_NAME_COORD,1.0000,142.84,0.9700,126437,정방폭포,제주특별자치도 서귀포시 칠십리로214번길 37 (동홍동),,126.573050130300,33.244747952900,1
5079,자매 국수,자매국수,[],"[""POI02001TR024718V""]",제주특별자치도 제주시 항골남길 46,제주특별자치도 제주시 이호일동 651-3,126.459144300000,33.498577200000,11,60,POI_CONFIRMED,MATCHED,EXACT_NAME_ADDRESS,1.0000,2.08,1.0000,3497636,자매국수,제주특별자치도 제주시 항골남길 46 (이호일동),,126.459166757513,33.498576833473,1
7494,혼인지,혼인지,[],"[""POI01000000AOGO97""]",,제주특별자치도 서귀포시 성산읍 온평리 1693,126.893774100000,33.415195200000,2,60,POI_CONFIRMED,MATCHED,EXACT_NAME_COORD,1.0000,110.13,0.9700,126465,혼인지,제주특별자치도 서귀포시 성산읍 혼인지로 39-14,,126.894836862500,33.414754659900,1
6250,카멜리아힐,카멜리아힐,[],"[""POI01000TR017566V""]",제주특별자치도 서귀포시 안덕면 병악로 166,제주특별자치도 서귀포시 안덕면 상창리 271,126.370009500000,33.289634400000,1,59,POI_CONFIRMED,MATCHED,EXACT_NAME_ADDRESS,1.0000,165.17,1.0000,741109,카멜리아힐,제주특별자치도 서귀포시 안덕면 병악로 166,,126.368254661009,33.289868307214,1
1846,만장굴,만장굴,[],"[""POI01000TR026223V""]",제주특별자치도 제주시 구좌읍 만장굴길 182,제주특별자치도 제주시 구좌읍 김녕리 3341-3,126.769351300000,33.527932500000,1,56,POI_CONFIRMED,MATCHED,EXACT_NAME_ADDRESS,1.0000,122.09,1.0000,126452,만장굴 (제주도 국가지질공원),제주특별자치도 제주시 구좌읍 만장굴길 182,(구좌읍),126.770664622639,33.528016498935,1
466,광치기 해변,광치기해변,[],"[""POI01000TR033003V""]",,제주특별자치도 서귀포시 성산읍 고성리 224-33,126.923896600000,33.452316900000,1,55,POI_CONFIRMED,MATCHED,EXACT_NAME_ADDRESS,1.0000,111.21,1.0000,2564158,광치기해변,제주특별자치도 서귀포시 성산읍 고성리,224-33,126.924650547800,33.451539348500,1
2284,바이 제주,바이제주,[],"[""POI01000TR016868V""]",제주특별자치도 제주시 서해안로 626,제주특별자치도 제주시 용담삼동 1023-2,126.504123000000,33.516573600000,10,55,POI_CONFIRMED,MATCHED,EXACT_NAME_COORD,1.0000,20.60,0.9909,2752730,바이제주,제주특별자치도 제주시 서해안로 626 (용담삼동),A동~B동,126.504046672300,33.516747603000,1
3291,세화해변,세화해변,[],"[""POI01000TR036892V""]",제주특별자치도 제주시 구좌읍 해녀박물관길 27,제주특별자치도 제주시 구좌읍 세화리 1-1,126.860256200000,33.525143700000,1,55,POI_CONFIRMED,MATCHED,EXACT_NAME_COORD,1.0000,92.34,0.9700,1621077,세화해수욕장,제주특별자치도 제주시 구좌읍 세화길,(구좌읍),126.861237000000,33.525289000000,1
2775,산방산 탄산온천,산방산탄산온천,[],"[""POI01000TR038996V""]",제주특별자치도 서귀포시 안덕면 사계북로41번길 192,제주특별자치도 서귀포시 안덕면 사계리 981,126.298740200000,33.248909300000,6,53,POI_CONFIRMED,MATCHED,EXACT_NAME_ADDRESS,1.0000,9.38,1.0000,128555,제주 산방산탄산온천,제주특별자치도 서귀포시 안덕면 사계북로41번길 192,,126.298837026576,33.248933079563,1
3767,신화 테마파크,신화테마파크,[],"[""POI01000TR012284V""]",제주특별자치도 서귀포시 안덕면 신화역사로304번길 98,제주특별자치도 서귀포시 안덕면 서광리 산 35-20,126.315282100000,33.304758900000,6,49,POI_CONFIRMED,MATCHED,EXACT_NAME_ADDRESS,1.0000,739.80,0.9900,2562214,신화테마파크,제주특별자치도 서귀포시 안덕면 신화역사로304번길 98,,126.307604582700,33.306517752300,1
7076,한담 해안산책로,한담해안산책로,[],"[""POI01000TR011742V""]",,제주특별자치도 제주시 애월읍 곽지리 1359,126.310468300000,33.459323500000,7,49,POI_CONFIRMED,MATCHED,EXACT_NAME_COORD,1.0000,18.44,0.9919,2930935,한담해안산책로,제주특별자치도 제주시 애월읍 곽지리,,126.310597879500,33.459197687300,1
7185,한화리조트 제주,한화리조트제주,[],"[""POI01000TR029402V""]",제주특별자치도 제주시 명림로 575-107,제주특별자치도 제주시 회천동 3-16,126.637356400000,33.449004200000,24,49,POI_CONFIRMED,MATCHED,EXACT_NAME_ADDRESS,1.0000,67.66,1.0000,138195,한화리조트 제주,제주특별자치도 제주시 명림로 575-107,,126.638053767400,33.448826349800,1
175,JW 메리어트 제주리조트 스파,jw메리어트제주리조트스파,[],"[""POI02001TR000504V""]",제주특별자치도 서귀포시 태평로 152,제주특별자치도 서귀포시 호근동 399,126.538544400000,33.243800900000,24,48,POI_CONFIRMED,MATCHED,EXACT_NAME_ADDRESS,1.0000,9.94,1.0000,3344565,JW 메리어트 제주 리조트 & 스파,제주특별자치도 서귀포시 태평로 152 (호근동),,126.538638000000,33.243844000000,1
6903,플레이스 캠프 제주,플레이스캠프제주,[],"[""POI01000TR003233V""]",제주특별자치도 서귀포시 성산읍 동류암로 20,제주특별자치도 서귀포시 성산읍 고성리 297-1,126.918209000000,33.449943900000,24,48,POI_CONFIRMED,MATCHED,EXACT_NAME_ADDRESS,1.0000,6.37,1.0000,2757210,플레이스 캠프 제주(Playce camp Jeju),제주특별자치도 서귀포시 성산읍 동류암로 20,,126.918212254400,33.449886648800,1
7301,해비치 호텔&리조트 제주,해비치호텔리조트제주,[],"[""POI01000TR024717V""]",제주특별자치도 서귀포시 표선면 민속해안로 537,제주특별자치도 서귀포시 표선면 표선리 40-69,126.844672500000,33.321441400000,24,47,POI_CONFIRMED,MATCHED,EXACT_NAME_ADDRESS,1.0000,7.23,1.0000,138184,해비치 호텔&리조트 제주,제주특별자치도 서귀포시 표선면 민속해안로 537,,126.844731957908,33.321483377113,1
925,노형수퍼마켙,노형수퍼마켙,[],"[""POI01000TR028543V""]",제주특별자치도 제주시 노형로 89,제주특별자치도 제주시 해안동 2137-1,126.455355600000,33.464824900000,3,46,POI_CONFIRMED,MATCHED,EXACT_NAME_ADDRESS,1.0000,24.00,1.0000,2740014,노형수퍼마켙,제주특별자치도 제주시 노형로 89,,126.455218756000,33.465008109500,1
6151,천제연폭포,천제연폭포,[],"[""POI0100000068TW32""]",제주특별자치도 서귀포시 천제연로 132,제주특별자치도 서귀포시 중문동 2232,126.418375400000,33.252676600000,1,46,POI_CONFIRMED,MATCHED,EXACT_NAME_ADDRESS,1.0000,5.53,1.0000,126439,천제연폭포,제주특별자치도 서귀포시 천제연로 132,(중문동),126.418429496700,33.252655999900,1
1947,메종 글래드 제주,메종글래드제주,[],"[""POI01000TR011935V""]",제주특별자치도 제주시 노연로 80,제주특별자치도 제주시 연동 263-15,126.488529200000,33.485211500000,24,45,POI_CONFIRMED,MATCHED,EXACT_NAME_ADDRESS,1.0000,55.64,1.0000,142957,메종 글래드 제주,제주특별자치도 제주시 노연로 80,,126.488902905838,33.485603007400,1
4299,오는정김밥,오는정김밥,"[""오는 중 김밥""]","[""POI01000TR011865V""]",제주특별자치도 서귀포시 동문동로 2,제주특별자치도 서귀포시 서귀동 254-6,126.567621100000,33.249595600000,11,45,POI_CONFIRMED,MATCHED,EXACT_NAME_ADDRESS,1.0000,6.51,1.0000,2831635,오는정김밥,제주특별자치도 서귀포시 동문동로 2,,126.567588855100,33.249647578800,1
1248,델문도,델문도,[],"[""POI01000TR009198V""]",제주특별자치도 제주시 조천읍 조함해안로 519-10,제주특별자치도 제주시 조천읍 함덕리 1008-1,126.668724000000,33.543709300000,11,42,POI_CONFIRMED,MATCHED,EXACT_NAME_ADDRESS,1.0000,10.92,1.0000,2783406,델문도,제주특별자치도 제주시 조천읍 조함해안로 519-10,,126.668728968500,33.543611150700,1
2661,빛의 벙커,빛의벙커,[],"[""POI01000000D5CHHO"", ""POI01000TR026373V""]",제주특별자치도 서귀포시 성산읍 서성일로1168번길 89-17,제주특별자치도 서귀포시 성산읍 고성리 2039-22,126.899813900000,33.439646600000,3,41,NAME_COORDINATE,MATCHED,EXACT_NAME_ADDRESS,1.0000,,0.9900,2931892,빛의 벙커,제주특별자치도 서귀포시 성산읍 서성일로1168번길 89-17,,117.992566250400,19.694427480000,1
4754,원 앤 온리,원앤온리,[],"[""POI01000000CVT1JG""]",제주특별자치도 서귀포시 안덕면 산방로 141,제주특별자치도 서귀포시 안덕면 사계리 86,126.319192500000,33.239222300000,11,41,POI_CONFIRMED,MATCHED,EXACT_NAME_COORD,1.0000,0.42,0.9998,2808037,원앤온리,제주특별자치도 서귀포시 산방로 141 원앤온리,,126.319188130684,33.239223417634,1
2863,삼양해수욕장,삼양해수욕장,[],"[""POI01000TR001604V"", ""POI02000TR003188V""]",,제주특별자치도 제주시 삼양이동 1960-4,126.585537300000,33.525867000000,1,40,NAME_ADDRESS,MATCHED,EXACT_NAME_COORD,1.0000,45.79,0.9799,129401,삼양해수욕장,제주특별자치도 제주시 삼양이동,,126.585256079500,33.525528481900,1
1217,더클리프,더클리프,"[""더 클리프""]","[""POI01000TR023152V""]",제주특별자치도 서귀포시 중문관광로 154-17,제주특별자치도 서귀포시 색달동 2950-4,126.414919900000,33.244329400000,11,38,POI_CONFIRMED,MATCHED,EXACT_NAME_ADDRESS,1.0000,104.25,1.0000,2708338,더클리프,제주특별자치도 서귀포시 중문관광로 154-17,(색달동),126.415610466200,33.245067904300,1
2907,새별 오름,새별오름,[],"[""POI01000TR036594V""]",,제주특별자치도 제주시 애월읍 봉성리 산 59-8,126.357730700000,33.366277600000,1,37,POI_CONFIRMED,MATCHED,EXACT_NAME_ADDRESS,1.0000,12.39,1.0000,572973,새별오름,제주특별자치도 제주시 애월읍 봉성리 산 59-8,,126.357600000000,33.366300000000,1
3441,수목원길 야시장,수목원길야시장,[],"[""POI01000TR004634V""]",,제주특별자치도 제주시 연동 1320-2,126.487886200000,33.470142300000,4,37,POI_CONFIRMED,MATCHED,EXACT_NAME_COORD,1.0000,64.06,0.9718,2931257,수목원길 야시장,제주특별자치도 제주시 은수길 69,,126.488214421700,33.470649182500,1
4053,약천사,약천사,[],"[""POI01000TR033949V""]",제주특별자치도 서귀포시 이어도로 293-28,제주특별자치도 서귀포시 대포동 1165,126.449458500000,33.246236200000,2,37,POI_CONFIRMED,MATCHED,EXACT_NAME_ADDRESS,1.0000,9.51,1.0000,127862,약천사(제주),제주특별자치도 서귀포시 이어도로 293-28 (대포동),,126.449555000000,33.246208000000,1
4935,이마트 서귀포점,이마트서귀포점,[],"[""POI01000TR041059V""]",제주특별자치도 서귀포시 일주동로 9209,제주특별자치도 서귀포시 법환동 841-2,126.509201400000,33.248354500000,4,37,POI_CONFIRMED,MATCHED,EXACT_NAME_ADDRESS,1.0000,8.03,1.0000,2910854,이마트 서귀포점,제주특별자치도 서귀포시 일주동로 9209 (법환동),,126.509117350341,33.248338026156,1
4190,에코랜드 테마파크,에코랜드테마파크,[],"[""POI01000TR000923V""]",제주특별자치도 제주시 조천읍 번영로 1278-169,제주특별자치도 제주시 조천읍 교래리 385-1,126.670278700000,33.448338700000,6,35,POI_CONFIRMED,MATCHED,EXACT_NAME_ADDRESS,1.0000,953.99,0.9900,1146121,에코랜드테마파크,제주특별자치도 제주시 조천읍 번영로 1278-169,,126.667061659100,33.456487430200,1
5614,제주신라호텔,제주신라호텔,[],"[""POI01000TR014774V""]",제주특별자치도 서귀포시 중문관광로72번길 75,제주특별자치도 서귀포시 색달동 3039-3,126.408041400000,33.247430900000,24,35,POI_CONFIRMED,MATCHED,EXACT_NAME_ADDRESS,1.0000,90.34,1.0000,142946,제주신라호텔,제주특별자치도 서귀포시 중문관광로72번길 75,,126.408730441800,33.248003582900,1
4321,오드랑 베이커리,오드랑베이커리,"[""오드란 베이커리""]","[""POI01000TR008158V""]",제주특별자치도 제주시 조천읍 조함해안로 552-3,제주특별자치도 제주시 조천읍 함덕리 270-1,126.671581000000,33.542133800000,11,33,POI_CONFIRMED,MATCHED,EXACT_NAME_COORD,1.0000,3.63,0.9984,2808937,오드랑베이커리,제주특별자치도 제주시 조함해안로 552-3,,126.671595419200,33.542164134400,1
7119,한라수목원,한라수목원,[],"[""POI01000TR021725V""]",제주특별자치도 제주시 수목원길 72,제주특별자치도 제주시 연동 2484,126.493266100000,33.469783900000,1,33,POI_CONFIRMED,MATCHED,EXACT_NAME_ADDRESS,1.0000,103.65,1.0000,127514,한라수목원,제주특별자치도 제주시 수목원길 72,(연동),126.492148771900,33.469769281200,1
3020,서귀피안베이커리,서귀피안베이커리,[],"[""POI01000TR033471V""]",제주특별자치도 서귀포시 성산읍 신양로122번길 17,제주특별자치도 서귀포시 성산읍 고성리 559-1,126.921974700000,33.435253600000,11,32,POI_CONFIRMED,MATCHED,EXACT_NAME_COORD,1.0000,3.54,0.9984,2877645,서귀피안 베이커리,제주특별자치도 서귀포시 신양로122번길 17,,126.921990041100,33.435282766900,1
5846,제주항공 우주 박물관,제주항공우주박물관,[],"[""POI01000TR012068V""]",제주특별자치도 서귀포시 안덕면 녹차분재로 218,제주특별자치도 서귀포시 안덕면 서광리 산 39,126.299687100000,33.304242800000,3,32,POI_CONFIRMED,MATCHED,EXACT_NAME_ADDRESS,1.0000,15.25,1.0000,2661407,제주항공우주박물관,제주특별자치도 서귀포시 안덕면 녹차분재로 218,,126.299627545100,33.304370642200,1
6691,파르나스호텔 제주,파르나스호텔제주,[],"[""POI01000TR007915V""]",제주특별자치도 서귀포시 중문관광로72번길 100,제주특별자치도 서귀포시 색달동 3039-1,126.405763200000,33.244593400000,24,32,POI_CONFIRMED,MATCHED,EXACT_NAME_ADDRESS,1.0000,50.31,1.0000,4081269,파르나스 호텔 제주,제주특별자치도 서귀포시 중문관광로72번길 100 (색달동),,126.405574367200,33.244169395000,1
5162,절물자연휴양림,절물자연휴양림,[],"[""POI01000TR010710V""]",제주특별자치도 제주시 명림로 584,제주특별자치도 제주시 봉개동 산 78-1,126.628011300000,33.439152600000,1,31,POI_CONFIRMED,MATCHED,EXACT_NAME_ADDRESS,1.0000,279.05,0.9900,127479,제주절물자연휴양림,제주특별자치도 제주시 명림로 584,,126.625215664900,33.440077464200,1
508,국립제주박물관,국립제주박물관,"[""국립제주 박물관""]","[""POI01000000BTDS5A""]",제주특별자치도 제주시 일주동로 17,제주특별자치도 제주시 건입동 261,126.548876100000,33.513596300000,2,30,POI_CONFIRMED,MATCHED,EXACT_NAME_ADDRESS,1.0000,24.65,1.0000,130461,국립제주박물관,제주특별자치도 제주시 일주동로 17 (건입동),,126.548860000000,33.513375000000,1
578,그랜드 하얏트 제주,그랜드하얏트제주,[],"[""POI01000000D0FWO8""]",제주특별자치도 제주시 노연로 12,제주특별자치도 제주시 노형동 925,126.481411500000,33.485242300000,24,30,POI_CONFIRMED,MATCHED,EXACT_NAME_ADDRESS,1.0000,7.88,1.0000,2876795,그랜드 하얏트 제주,제주특별자치도 제주시 노연로 12 (노형동),,126.481471570300,33.485292393100,1
2309,방주교회,방주교회,[],"[""POI010000009GNFL8""]",제주특별자치도 서귀포시 안덕면 산록남로762번길 113,제주특별자치도 서귀포시 안덕면 상천리 427,126.387439300000,33.305049000000,2,30,POI_CONFIRMED,MATCHED,EXACT_NAME_ADDRESS,1.0000,36.28,1.0000,2663244,방주교회,제주특별자치도 서귀포시 안덕면 산록남로762번길 113,,126.387792093300,33.305188605100,1
2841,삼무국수,삼무국수,"[""삼무 국수""]","[""POI01000TR014776V""]",제주특별자치도 제주시 삼무로3길 46-1,제주특별자치도 제주시 연동 271-10,126.490967200000,33.490561600000,11,29,POI_CONFIRMED,MATCHED,EXACT_NAME_ADDRESS,1.0000,3.25,1.0000,2759608,삼무국수,제주특별자치도 제주시 삼무로3길 46-1,(연동),126.490978956900,33.490589179800,1
5651,제주아트서커스,제주아트서커스,[],"[""POI01000000EG7V3V""]",제주특별자치도 서귀포시 안덕면 동광로 214,제주특별자치도 서귀포시 안덕면 동광리 886,126.344810700000,33.314392200000,3,29,POI_CONFIRMED,MATCHED,EXACT_NAME_ADDRESS,1.0000,10.86,1.0000,130512,제주아트서커스,제주특별자치도 서귀포시 안덕면 동광로 214,,126.344922945991,33.314365089765,1
2686,뽀로로 앤 타요 테마파크 제주,뽀로로앤타요테마파크제주,[],"[""POI01000TR038187V""]",제주특별자치도 서귀포시 안덕면 병악로 269,제주특별자치도 서귀포시 안덕면 상창리 80,126.370822000000,33.300418200000,6,28,POI_CONFIRMED,MATCHED,EXACT_NAME_ADDRESS,1.0000,140.76,1.0000,3410530,뽀로로앤타요 테마파크 제주,제주특별자치도 서귀포시 안덕면 병악로 269,,126.370781694805,33.299152764849,1
4824,윈드 1947카트 테마파크,윈드1947카트테마파크,[],"[""POI01000TR041612V""]",제주특별자치도 서귀포시 토평공단로 78-27,제주특별자치도 서귀포시 토평동 1799,126.588826800000,33.289519500000,5,28,POI_CONFIRMED,MATCHED,EXACT_NAME_ADDRESS,1.0000,0.37,1.0000,2606214,윈드1947 카트테마파크,제주특별자치도 서귀포시 토평공단로 78-27,,126.588825857800,33.289516302700,1
6790,포도 뮤지엄,포도뮤지엄,[],"[""POI01000TR027261V""]",제주특별자치도 서귀포시 안덕면 산록남로 788,제주특별자치도 서귀포시 안덕면 상천리 837,126.385969500000,33.319272800000,3,28,POI_CONFIRMED,MATCHED,EXACT_NAME_COORD,1.0000,0.85,0.9996,2836855,포도뮤지엄,제주특별자치도 서귀포시 산록남로 788 포도뮤지엄,,126.385969021200,33.319265170200,1
6958,하고수동 해변,하고수동해변,"[""하고 수동 해변""]","[""POI01000TR034128V""]",,제주특별자치도 제주시 우도면 연평리,126.957648200000,33.514150800000,1,28,POI_CONFIRMED,MATCHED,EXACT_NAME_ADDRESS,1.0000,22.42,1.0000,591798,하고수동해변,제주특별자치도 제주시 우도면 연평리,,126.957457366800,33.514274614500,1
7128,한림공원,한림공원,[],"[""POI01000TR028255V""]",제주특별자치도 제주시 한림읍 한림로 300,제주특별자치도 제주시 한림읍 협재리 2487,126.240184900000,33.389190400000,1,28,POI_CONFIRMED,MATCHED,EXACT_NAME_ADDRESS,1.0000,139.99,1.0000,126455,한림공원,제주특별자치도 제주시 한림읍 한림로 300,,126.241555715200,33.388665964700,1
